784,1786770,X001855489,HQ1206 .Y68 1990,ALDERMAN,Throwing like a girl and other essays in feminist philosophy and social theory /,"Young, Iris Marion,",1990,6/30/96,4/20/17,7,66,3,1,2,FALSE,819,1,0
820,1999556,X002164063,HQ1090 .S73 1990,CLEMONS,Be a man! : males in modern society /,"Stearns, Peter N.",1990,6/30/96,3/12/15,2,73,2,1,3,FALSE,854,1,0
862,1662141,X001741117,HQ792 .E8 S53 1990,ALDERMAN,Childhood in the Middle Ages /,"Shahar, Shulamith.",1990,6/30/96,12/9/15,3,86,3,2,2 3,FALSE,899,1,0
970,1776872,X001858632,HQ796 .A756 1990,ALDERMAN,At the threshold : the developing adolescent /,,1990,6/30/96,6/18/14,20,102,1,2,2,FALSE,1009,1,0
984,1743333,X001825982,HQ1236.5 .M6 S67 1990,ALDERMAN,"her participation in revolution and struggle for equality, 1910-1940 / Emergence of the modern Mexican woman :","Soto, Shirlene Ann.",1990,6/30/96,9/24/18,2,59,0,1,2,FALSE,1024,1,0
1232,1776130,X001858603,HQ1090.3 .B59 1990,CLEMONS,Iron John : a book about men /,"Bly, Robert.",1990,6/30/96,4/17/18,10,133,31,3,2 3,FALSE,1275,1,0
1249,1758976,X001832013,HQ798 .M296 1990,ALDERMAN,Making connections : the relational worlds of adolescent girls at Emma Willard School /,,1990,6/30/96,5/16/15,7,68,1,1,2 14,FALSE,1291,1,0
1469,1731284,X001803319,HQ1121 .W875 1990b,ALDERMAN,Women in the eighteenth century : constructions of femininity /,,1990,6/30/96,11/29/17,3,57,1,1,2,FALSE,1524,1,0
1667,1828880,X001926440,HQ796 .F786 1990,ALDERMAN,a transitional period? / From childhood to adolescence :,,1990,6/30/96,5/10/17,2,57,0,1,2 19,FALSE,1732,1,0
1727,1663506,X001759191,HQ76.2 .G8 H35 1990,ALDERMAN,and other essays on Greek love / One hundred years of homosexuality :,"Halperin, David M.,",1990,6/30/96,5/2/18,12,53,6,1,2 3,FALSE,1793,1,0
1833,1647777,X001742305,HQ18 .I4 K35 1990,ALDERMAN,Intimate relations : exploring Indian sexuality /,"Kakar, Sudhir.",1990,6/30/96,2/23/15,7,78,13,2,2,FALSE,1898,1,0
2084,1660129,X001740369,HQ767.15 .C66 1990,ALDERMAN,communicating social change / Decoding abortion rhetoric :,"Condit, Celeste Michelle,",1990,6/30/96,4/4/18,6,50,4,1,2,FALSE,2149,1,0
2259,1760599,X006041253,HQ21 .R415 1990,CLEMONS,what you must know to be sexually literate / The Kinsey Institute new report on sex :,"Reinisch, June Machover.",1990,6/30/96,7/1/13,5,65,0,1,2 3,FALSE,2330,1,0
2311,1779281,X001859343,HQ1147 .E85 U4 1990b,ALDERMAN,Women in the medieval town /,"Uitz, Erika,",1990,6/30/96,12/9/15,7,56,3,1,2,FALSE,2387,1,0
2331,1755271,X002737433,HQ1695 .S48 P47 1990,ALDERMAN,Gender and disorder in early modern Seville /,"Perry, Mary Elizabeth,",1990,6/30/96,4/30/17,6,114,4,3,2,FALSE,2407,1,0
2352,1786850,X006028002,HQ1426 .C634 1990,CLEMONS,Conflicts in feminism /,,1990,6/30/96,4/3/15,12,112,7,2,2 3,FALSE,2428,1,0
2518,2147605,X002280981,HQ1426 .I853 1990,CLEMONS,Issues in feminism : an introduction to women's studies /,,1990,7/1/96,9/7/09,8,76,0,1,3,FALSE,2604,1,0
2736,1776957,X001858507,HQ18 .G7 H93 1990,ALDERMAN,Empire and sexuality : the British experience /,"Hyam, Ronald.",1990,6/30/96,4/14/17,9,77,11,2,2 3,FALSE,2835,1,0
2842,1673912,X001776261,HQ1134 .H38 1990b,ALDERMAN,Penelope to Poppaea : women in Greek and Roman society /,"Haward, Anne.",1990,6/30/96,10/22/18,4,42,2,1,2,FALSE,2943,1,0
2890,1729661,X001803192,HQ799 .G7 W55 1990,ALDERMAN,Common culture : symbolic work at play in the everyday cultures of the young /,"Willis, Paul E.",1990,6/30/96,10/27/15,2,52,12,1,2,FALSE,2992,1,0
2914,2022867,X002170717,HQ449 .N36 1989,ALDERMAN,the Hijras of India / Neither man nor woman :,"Nanda, Serena.",1990,6/30/96,5/14/18,2,43,1,1,2,FALSE,3017,1,0
3141,1792562,X006143341,HQ1426 .U48 1990,ALDERMAN,Uncertain terms : negotiating gender in American culture /,,1990,6/30/96,1/4/11,6,67,0,1,2 3,FALSE,3254,1,0
3359,2869116,X004266871,HQ1743 .R43 1990,ALDERMAN,essays in Indian colonial history / Recasting women :,,1990,1/13/99,5/19/18,8,33,6,1,2,FALSE,3489,1,0
3448,1613461,X001644740,HQ796 .G6995 1990,ALDERMAN,Coming of age in Buffalo : youth and authority in the postwar era /,"Graebner, William.",1990,6/30/96,7/15/15,1,49,0,1,2,FALSE,3584,1,0
3535,1781239,X001832221,HQ1233 .S49 1990,ALDERMAN,Sexual politics and popular culture /,,1990,6/30/96,5/18/17,5,42,0,1,2,FALSE,3675,1,0
3540,1778833,X001859238,HQ1206 .F447 1990,ALDERMAN,Feminism & political theory /,,1990,6/30/96,5/12/17,7,42,7,1,2,FALSE,3680,1,0
3862,1774609,X001843605,HQ1017 .G761 1990,ALDERMAN,Burning flesh /,"Grover, Kanta,",1990,6/30/96,2/22/16,3,44,3,1,2,FALSE,4023,1,0
3977,1732918,X001784123,HQ766.5 .C6 A48 1990,ALDERMAN,coercive birth control in China / Slaughter of the innocents :,"(John Shields), Aird, John S.",1990,6/30/96,5/11/15,5,46,1,1,2,FALSE,4146,1,0
4085,1733758,X030733555,HQ76.25 .E53 1990 v.1,ALDERMAN,Encyclopedia of homosexuality /,,1990,9/24/10,4/15/17,0,2,14,2,2,TRUE,4262,1,0
4140,1737131,X001811615,HQ76.25 .S38 1990,ALDERMAN,Gay and lesbian youth : expressions of identity /,"Savin-Williams, Ritch C.",1990,6/30/96,3/13/16,4,42,0,1,2,FALSE,4321,1,0
4201,1754956,X001831189,HQ536.15 .S26 S73 1990,ALDERMAN,Brave new families : stories of domestic upheaval in late twentieth century America /,"Stacey, Judith.",1990,6/30/96,10/19/17,8,36,2,1,2,FALSE,4386,1,0
4253,1776346,X001847132,HQ767 .P49 1990,ALDERMAN,"Abortion and woman's choice : the state, sexuality, and reproductive freedom /","Petchesky, Rosalind P.",1990,6/30/96,6/3/17,4,37,6,1,2 19,FALSE,4438,1,0
4255,1671550,X001783300,HQ1206 .T45 1990,ALDERMAN,Theoretical perspectives on sexual differences /,,1990,6/30/96,4/7/16,3,41,0,1,2,FALSE,4440,1,0
4296,1751333,X001827110,HQ1240.5 .L29 W66 1990,ALDERMAN,Women and social change in Latin America /,,1990,6/30/96,11/24/13,4,49,0,1,2,FALSE,4483,1,0
4369,1792725,X001878717,HQ1170 .L38 1990,ALDERMAN,"political & private realities, 1890s-1980s/ Muslim women in India :","Lateef, Shahida.",1990,6/30/96,5/19/18,2,33,6,1,2,FALSE,4560,1,0
4370,1792079,X004862828,HQ1206 .B275 1990,ALDERMAN,Femininity and domination : studies in the phenomenology of oppression /,"Bartky, Sandra Lee.",1990,3/30/05,8/25/18,4,41,24,2,2 3,FALSE,4561,1,0
4486,1849885,X001979396,HQ1236.5 .U6 W667 1990,CLEMONS,"Women, politics, and change /",,1990,6/30/96,10/8/18,6,31,0,1,3,FALSE,4687,1,0
4781,1766511,X001844569,HQ1426 .B8 1990,ALDERMAN,"woman suffrage, equal rights, and beyond / Women's movements in the United States :","Buechler, Steven M.,",1990,6/30/96,2/23/16,3,38,46,1,2 14,FALSE,5014,1,0
4822,1758811,X001831574,HQ18 .I8 S49 1990,ALDERMAN,Sex and gender in historical perspective /,,1990,6/30/96,5/8/16,6,70,3,2,2,FALSE,5058,1,0
4845,1817793,X001925237,HQ766 .M35 1990,ALDERMAN,A history of contraception : from antiquity to the present /,"McLaren, Angus.",1990,6/30/96,8/3/14,10,104,1,2,2 3,FALSE,5081,1,0
4945,1779310,X001859493,HQ1460.5 .W624 1990,ALDERMAN,"Women, culture, and politics in Latin America /",,1990,6/30/96,11/11/15,5,38,3,1,2,FALSE,5189,1,0
4968,2402324,X002626265,HQ731 .L95 1990,ALDERMAN,Coloquios matrimoniales del licenciado Pedro de Luján /,"Luján, Pedro de,",1990,7/1/96,8/23/10,3,56,0,1,2,FALSE,5214,1,0
4994,1751094,X001826415,HQ1206 .H45 1990,ALDERMAN,elements of a postmodern feminism / Gender and knowledge :,"Hekman, Susan J.",1990,6/30/96,5/9/18,1,29,1,1,2,FALSE,5242,1,0
5044,1631195,X001703046,HQ1599 .E5 W63 1990,ALDERMAN,essays in memory of Dorothy McLaren / Women as mothers in pre-industrial England :,,1990,6/30/96,2/10/17,3,33,0,1,2,FALSE,5298,1,0
5141,4408478,X030152895,HQ1170 .S538 1990,ALDERMAN,Women in Islam /,"Siddiqi, Mazheruddin,",1990,10/18/06,11/17/16,1,6,7,1,2,FALSE,5408,1,0
5227,1806705,X001904672,HQ755.5 .F8 S36 1990,ALDERMAN,Quality and quantity : the quest for biological regeneration in twentieth-century France /,"(William Howard), Schneider, William H.",1990,6/30/96,5/10/15,0,38,1,1,2,FALSE,5503,1,0
5237,1842576,X002012908,HQ1143 .E68 1990,ALDERMAN,Equally in God's image : women in the Middle Ages /,,1990,6/30/96,5/3/15,8,38,2,1,2,FALSE,5512,1,0
5267,1610809,X001664596,HQ759.4 .T4319 1990,ALDERMAN,Teenage pregnancy : developing strategies for change in the twenty-first century /,,1990,6/30/96,10/27/09,5,57,0,1,2,FALSE,5544,1,0
5281,1637027,X001705082,HQ1662 .G66 1990,ALDERMAN,walking the tightrope / Soviet women :,"Gray, Francine du Plessix.",1990,6/30/96,4/7/15,2,38,0,1,2 14,FALSE,5559,1,0
5347,2575146,X004007316,HQ759 .R68 1990,ALDERMAN,ideology and technology in a patriarchal society / Recreating motherhood :,"Rothman, Barbara Katz.",1990,7/1/96,2/19/15,1,38,7,1,2,FALSE,5630,1,0
5366,1767258,X001844932,HQ876 .S73 1990,ALDERMAN,England 1530-1987 / Road to divorce :,"Stone, Lawrence.",1990,6/30/96,4/5/16,6,34,21,1,2 14,FALSE,5650,1,0
5496,1662016,X001740695,HQ1064 .U5 P683 1990,ALDERMAN,"Winter friends : women growing old in the new Republic, 1785-1835 /","Premo, Terri L.",1990,6/30/96,6/22/17,1,29,0,1,2,FALSE,5790,1,0
5592,1755270,X001831684,HQ76.2 .C5 H56 1990,ALDERMAN,Passions of the cut sleeve : the male homosexual tradition in China /,"Hinsch, Bret.",1990,6/30/96,11/15/15,10,57,7,2,2 3,FALSE,5892,1,0
5638,1741188,X001807838,HQ1743 .S526 1990,ALDERMAN,"Indian women, the captured beings /","Singh, Indu Prakash,",1990,6/30/96,5/7/16,2,32,1,1,2,FALSE,5946,1,0
5760,1754727,X001825134,HQ1143 .M44 1990,ALDERMAN,Medieval women and the sources of medieval history /,,1990,6/30/96,4/3/13,10,42,1,1,2,FALSE,6078,1,0
5817,1961430,X002119211,HQ649 .H58 1990,ALDERMAN,"aproximación a los problemas de familia, tierra y sociedad en Castilla (ss. XV-XIX) / Historia social de la familia en España :",,1990,6/30/96,4/28/16,3,31,7,1,2,FALSE,6139,1,0
5856,1779293,X001859454,HQ75.8 .H39 T56 1990,ALDERMAN,founder of the modern gay movement / The trouble with Harry Hay :,"Timmons, Stuart,",1990,6/30/96,10/30/18,3,22,4,1,2,TRUE,6180,1,0
5901,1739128,X001811114,HQ792 .G73 G65 1990,ALDERMAN,Children and childhood in classical Athens /,"Golden, Mark,",1990,6/30/96,2/26/18,3,24,8,1,2,TRUE,6230,1,0
6096,1793504,X001878663,HQ1075.5 .S65 A89 1990,ALDERMAN,sex-role socialization in the USSR / The new Soviet man and woman :,"Attwood, Lynne.",1990,6/30/96,11/28/16,5,27,7,1,2,FALSE,6440,1,0
6161,1782402,X001855344,HQ1064 .U5 W597 1990b,ALDERMAN,"Women, aging, and ageism /",,1990,6/30/96,11/25/13,1,37,0,1,2,FALSE,6516,1,0
6244,1774322,X001845320,HQ1410 .C3813 1990,ALDERMAN,American feminism : a contemporary history /,"Castro, Ginette.",1990,6/30/96,11/27/14,1,33,4,1,2 14,FALSE,6615,1,0
6245,1847415,X001963330,HQ1206 .W23 1990,ALDERMAN,Schoolgirl fictions /,"Walkerdine, Valerie.",1990,6/30/96,4/26/12,1,42,1,1,2,FALSE,6616,1,0
6246,1673322,X001782518,HQ767.5 .U5 T73 1990,CLEMONS,Abortion : the clash of absolutes /,"Tribe, Laurence H.",1990,6/30/96,4/26/12,6,68,0,2,2 3 17,TRUE,6616,1,0
6279,1777062,X001858519,HQ783 .M26 1990,ALDERMAN,socialisation and British imperialism / Making imperial mentalities :,,1990,6/30/96,4/15/16,5,28,3,1,2,FALSE,6653,1,0
6404,1792420,X001855777,HQ1420 .W64 1990,ALDERMAN,Women and war : the changing status of American women from the 1930s to the 1950s /,,1990,6/30/96,8/14/14,7,33,2,1,2,FALSE,6790,1,0
6522,1766549,X001844815,HQ76.25 .H6765 1990,ALDERMAN,concepts of sexual orientation / Homosexuality/heterosexuality :,,1990,6/30/96,6/2/16,6,53,1,2,2 3,FALSE,6924,1,0
6548,1639462,X001704770,HQ194 .C6513 1990,ALDERMAN,prostitution and sexuality in France after 1850 / Women for hire :,"Corbin, Alain.",1990,6/30/96,3/24/15,1,30,1,1,2,FALSE,6956,1,0
6636,1863628,X001978253,HQ759 .T64 1990,ALDERMAN,Ties that bind : essays on mothering and patriarchy /,,1990,6/30/96,12/9/15,3,27,0,1,2,FALSE,7046,1,0
6691,2808846,X004189978,HQ76.3 .G7 1990,ALDERMAN,homosexual politics in Britain from the nineteenth century to the present / Coming out :,"Weeks, Jeffrey.",1990,6/29/98,5/14/18,0,13,4,1,2,FALSE,7101,1,0
6769,1773067,X001845559,HQ1236.5 .E85 W64 1990,ALDERMAN,Women and politics in the age of the democratic revolution /,,1990,6/30/96,4/14/18,3,18,6,1,2,FALSE,7183,1,0
6805,1793591,X001840829,HQ28 .S86 1990,CLEMONS,essays on sex and justice / Refusing to be a man :,"Stoltenberg, John.",1990,6/30/96,5/11/17,3,43,2,2,2 3,FALSE,7221,1,0
6829,1755741,X002738091,HQ1419 .P43 1990,ALDERMAN,"choice & constraint in antebellum Charleston & Boston / Ladies, women, & wenches :","Pease, Jane H.",1990,6/30/96,11/13/13,11,65,1,2,2,FALSE,7245,1,0
6841,1779306,X001859448,HQ1206 .H94 1990,ALDERMAN,Hypatia reborn : essays in feminist philosophy /,,1990,6/30/96,11/13/17,1,19,0,1,2,FALSE,7257,1,0
6909,1792586,X001862137,HQ1073 .M63 1990,ALDERMAN,The life and death debate : moral issues of our time /,"Moreland, James Porter,",1990,6/30/96,4/28/18,2,17,28,1,2,FALSE,7331,1,0
6913,1655435,X001740371,HQ1623 .P47 1990,ALDERMAN,Protestant and Catholic women in Nazi Germany /,"Phayer, Michael,",1990,6/30/96,4/21/16,0,24,1,1,2,FALSE,7335,1,0
6965,1778183,X001859000,HQ1154 .W83 1990,ALDERMAN,M/f / The Woman in question :,,1990,6/30/96,7/4/18,4,16,1,1,2,FALSE,7395,1,0
7066,1758228,X001704447,HQ1426 .L45 1990,ALDERMAN,The woman citizen : social feminism in the 1920s /,"Lemons, J. Stanley.",1990,6/30/96,11/9/10,1,42,0,1,2,FALSE,7501,1,0
7094,1628153,X001688335,HQ1426 .W6365 1990,ALDERMAN,"Women, class, and the feminist imagination : a socialist-feminist reader /",,1990,6/30/96,2/17/17,1,20,0,1,2,FALSE,7532,1,0
7211,1753233,X001824237,HQ1090.3 .C54 1990,ALDERMAN,"men, women, and politics in modern society / Contemporary perspectives on masculinity :","Clatterbaugh, Kenneth C.",1990,6/30/96,5/9/16,7,55,5,2,2 3,FALSE,7659,1,0
7242,1776819,X001859071,HQ767.5 .U5 F77 1990,ALDERMAN,From abortion to reproductive freedom : transforming a movement /,,1990,6/30/96,6/1/13,1,32,1,1,2 14,TRUE,7694,1,0
7298,1870113,X002039597,HQ1236.5 .K4 H68 1991,ALDERMAN,"Class development and gender inequality in Kenya, 1963-1990 /","House-Midamba, Bessie.",1990,6/30/96,10/14/18,1,13,7,1,2,FALSE,7753,1,0
7314,1741168,X001810967,HQ798 .A735 1990,ALDERMAN,Altered loves : mothers and daughters during adolescence /,"Apter, T. E.",1990,6/30/96,5/27/08,4,49,0,1,2 14,FALSE,7770,1,0
7324,1627946,X001688498,HQ1240 .P48 1990,ALDERMAN,Persistent inequalities : women and world development /,,1990,6/30/96,11/11/15,4,23,0,1,2,FALSE,7780,1,0
7325,1646683,X001703929,HQ187 .A5 M34 1990,ALDERMAN,prostitution in the nineteenth century / The Magdalenes:,"Mahood, Linda,",1990,6/30/96,9/25/18,2,13,32,1,2,FALSE,7781,1,0
7326,1618557,X001703890,HQ1180 .F465 1990,ALDERMAN,Feminist research methods : exemplary readings in the social sciences /,,1990,6/30/96,6/3/14,6,42,0,2,2 3,FALSE,7782,1,0
7374,1848729,X002189901,HQ1692 .M843 1992,ALDERMAN,La Mujer en España : situación social.,,1990,6/30/96,11/25/12,4,33,0,1,2,FALSE,7837,1,0
7387,1933821,X002088310,HQ1061 .S945 1990,ALDERMAN,perspectives from the behavioral sciences / Successful aging :,,1990,6/30/96,4/19/12,2,35,4,1,2,FALSE,7850,1,0
7402,1790392,X001857566,HQ796 .D42 1990,ALDERMAN,Developing social competency in adolescence /,,1990,6/30/96,4/6/10,9,42,0,1,2,FALSE,7866,1,0
7695,1673280,X001775210,HQ1206 .F428 1990,ALDERMAN,Feminine/masculine and representation /,,1990,6/30/96,6/25/15,2,22,0,1,2,FALSE,8184,1,0
7737,1781596,X001855086,HQ76.3 .U5 F67 1990,ALDERMAN,Forms of desire : sexual orientation and the social constructionist controversy /,,1990,6/30/96,9/4/11,1,35,0,1,2 14,TRUE,8233,1,0
7811,1785051,X001854960,HQ782 .G34 1990,ALDERMAN,Play /,"Garvey, Catherine,",1990,6/30/96,7/6/11,3,35,0,1,2,FALSE,8320,1,0
7876,4636108,X030337767,HQ1206 .W67 1990,CLEMONS,The ravaged bridegroom : masculinity in women /,"Woodman, Marion,",1990,10/5/07,5/8/12,0,2,1,1,3,FALSE,8390,1,0
7886,1781724,X001861623,HQ1613 .C75 1990b,ALDERMAN,"a documentary anthology / The Condition of women in France, 1945 to the present :",,1990,6/30/96,6/3/17,2,14,7,1,2,FALSE,8400,1,0
7911,1787675,X001861897,HQ755.5 .C3 M24 1990,ALDERMAN,"eugenics in Canada, 1885-1945 / Our own master race :","McLaren, Angus.",1990,6/30/96,12/6/15,2,19,0,1,2,FALSE,8427,1,0
7918,1806496,X001937406,HQ1793.5 .I85 1990,ALDERMAN,Women of the Sudan /,"Ismail, Ellen",1990,6/30/96,11/29/13,2,26,1,1,2,FALSE,8435,1,0
7952,1739891,X002331782,HQ471 .C47 1990,ALDERMAN,the other side / Pornography :,"Christensen, F. M.",1990,6/30/96,4/14/13,5,46,0,2,2 3,FALSE,8474,1,0
8066,1792896,X001856248,HQ777.8 .D54 1990,ALDERMAN,Different mothers : sons & daughters of lesbians talk about their lives /,,1990,6/30/96,5/13/13,5,27,2,1,2,FALSE,8601,1,0
8076,1779965,X001859648,HQ759 .W585 1990b,ALDERMAN,Motherhood : a feminist perspective /,,1990,6/30/96,12/9/15,1,18,0,1,2,FALSE,8612,1,0
8077,2259437,X002558546,HQ29 .K38 1990,CLEMONS,"Women, sex, and addiction : a search for love and power /","Kasl, Charlotte Sophia,",1990,7/1/96,5/7/13,2,27,9,1,3,FALSE,8613,1,0
8195,1963846,X002068774,HQ1750.55 .G42 1990,ALDERMAN,The world of Thai women /,"Ghosh, Chitra.",1990,6/30/96,11/19/14,1,21,0,1,2,FALSE,8742,1,0
8216,1656033,X001689290,HQ471 .M46 1990,CLEMONS,Men confront pornography /,,1990,6/30/96,10/28/10,2,35,0,1,3,FALSE,8764,1,0
8254,1779261,X001859668,HQ1236.5 .B6 A44 1990,ALDERMAN,women's movements in politics / Engendering democracy in Brazil :,"Alvarez, Sonia E.,",1990,6/30/96,3/13/12,3,30,3,1,2,FALSE,8806,1,0
8390,1778561,X001845789,HQ1075 .W53 1990,ALDERMAN,Sex and psyche : gender and self viewed cross-culturally /,"Williams, John E.,",1990,6/30/96,5/24/17,2,11,0,1,2,FALSE,8962,1,0
8392,1650281,X001741531,HQ792 .A422 K55 1990,ALDERMAN,Changing family life in East Africa : women and children at risk /,"Kilbride, Philip Leroy.",1990,6/30/96,2/7/17,1,12,1,1,2,FALSE,8964,1,0
8556,2021046,X002213866,HQ471 .H64 1990,ALDERMAN,its impacts and influences : a review of the available research evidence on the effects of pornography / Pornography :,"Howitt, Dennis.",1990,6/30/96,7/3/10,4,34,0,1,2,FALSE,9137,1,0
8568,1775286,X001845597,HQ784 .T4 T4463 1990,ALDERMAN,Television and the American family /,,1990,6/30/96,5/9/11,6,56,0,2,2 3,TRUE,9149,1,0
8643,1664851,X001759015,HQ767.15 .S38 1990,ALDERMAN,The moral question of abortion /,"Schwarz, Stephen D.",1990,6/30/96,10/12/09,7,36,0,1,2,FALSE,9236,1,0
8729,1738223,X001807581,HQ1800 .W636 1990,ALDERMAN,Women and gender in Southern Africa to 1945 /,,1990,6/30/96,5/13/11,5,30,0,1,2,FALSE,9330,1,0
8758,1768088,X001859206,HQ1090 .S43 1990,ALDERMAN,"Slow motion : changing masculinities, changing men /","Segal, Lynne.",1990,6/30/96,11/16/09,4,58,0,2,2 3,FALSE,9367,1,0
8762,4393150,X004972560,HQ1800 .W65 1990,CLEMONS,Women and gender in southern Africa to 1945 /,,1990,9/4/06,5/11/11,0,3,0,1,3,FALSE,9371,1,0
8833,1911654,X002060033,HQ1742 .U648 1990,ALDERMAN,Women in India : past and present /,"Upadhyay, Neelam,",1990,6/30/96,7/2/15,1,15,0,1,2,FALSE,9456,0,0
8921,1935876,X002088129,HQ755.7 .W38 1990,ALDERMAN,a parent education curriculum / Parents of young children :,"Wetzel, Laura L.,",1990,6/30/96,4/21/15,1,15,4,1,2,FALSE,9554,0,0
8959,1655819,X001730838,HQ1420 .A53 1990,ALDERMAN,"a status report / The American woman, 1990-91 :",,1990,6/30/96,11/30/08,4,46,0,2,2 3,FALSE,9594,0,0
8981,1734507,X001815362,HQ1201 .A3714 1990,ALDERMAN,édition critique d'après le texte d'Anvers 1529 / De nobilitate et praecellentia foeminei sexus :,"Agrippa von Nettesheim, Heinrich Cornelius,",1990,6/30/96,5/14/18,0,4,3,1,2,FALSE,9616,0,0
8996,1766222,X001831324,HQ471 .T37 1990,ALDERMAN,an investigation / Child pornography :,"Tate, Tim.",1990,6/30/96,3/9/15,3,15,0,1,2,FALSE,9632,0,0
9005,1741274,X001815368,HQ1090 .M427 1990,CLEMONS,Men & intimacy : personal accounts exploring the dilemmas of modern male sexuality /,,1990,6/30/96,4/19/12,11,25,0,1,3,FALSE,9642,0,0
9007,1752818,X001826447,HQ799 .G7 H46 1990,ALDERMAN,"Images of youth : age, class, and the male youth problem, 1880-1920 /","Hendrick, Harry.",1990,6/30/96,5/2/18,0,4,6,1,2,FALSE,9644,0,0
9064,1769755,X001845811,HQ1075 .L67 1990,ALDERMAN,"Gender, identity, and the production of meaning /","Lorraine, Tamsin E.",1990,6/30/96,11/29/11,2,26,0,1,2,FALSE,9705,0,0
9065,1819545,X001925009,HQ1190 .W65 1990,ALDERMAN,essays on women and culture / Feminine sentences :,"Wolff, Janet.",1990,6/30/96,6/17/08,7,38,0,1,2,FALSE,9706,0,0
9163,1856880,X002012420,HQ784 .T4 Y68 1990,ALDERMAN,Television advertising and children /,"Young, Brian M.",1990,6/30/96,4/28/14,2,17,0,1,2,FALSE,9823,0,0
9207,1649917,X001741170,HQ647 .C37 1990,ALDERMAN,The Swedish experiment in family politics : the Myrdals and the interwar population crisis /,"Carlson, Allan C.",1990,6/30/96,2/5/15,0,14,2,1,2,FALSE,9869,0,0
9210,1811681,X002018695,HQ1613 .V8 1990,ALDERMAN,Les femmes dans l'Ouest au XIXe siècle : 1800-1870 /,"Vray, Nicole.",1990,6/30/96,12/19/17,0,4,0,1,2,FALSE,9873,0,0
9256,1764795,X001841680,HQ784 .T4 G86 1990,ALDERMAN,the one eyed monster? / Children and television :,"Gunter, Barrie.",1990,6/30/96,5/22/08,7,37,0,1,2,TRUE,9922,0,0
9378,2339783,X002312332,HQ755.83 .O76 1990,ALDERMAN,Sex preference in Egypt /,"Osman, Magued I.",1990,7/1/96,12/12/17,1,3,0,1,2,FALSE,10066,0,0
