1776,6529893,X031642203,HQ1692 .R33 2007,ALDERMAN,ser mujer en la época isabelina (1833-1868) / ¿Eva o María? :,"Rabaté, Colette.",2007,3/24/15,4/7/17,0,3,0,1,2,FALSE,1842,1,0
1798,4716893,X030558421,HQ1421 .H66 2007,CLEMONS,hip-hop feminism anthology / Home girls make some noise :,,2007,4/17/09,3/27/18,1,25,9,2,3,FALSE,1864,1,0
1847,4467803,X030199709,HQ759 .B614 2007,ALDERMAN,"The work of the heart : young women and emotion, 1780-1830 /","Blauvelt, Martha Tomhave,",2007,3/16/07,10/22/18,0,25,26,2,2 10,FALSE,1912,1,0
1851,4607027,X030260789,HQ1413 .S67 E55 2007,ALDERMAN,"a reader in documents and essays / Elizabeth Cady Stanton, feminist as thinker :",,2007,7/10/07,7/23/18,2,18,1,1,2,FALSE,1915,1,0
1868,6162916,X031600904,HQ801 .C7397 2007,ALDERMAN,"media literacy applications / Critical thinking about sex, love, and romance in the mass media :",,2007,12/9/13,3/29/18,2,2,1,1,2,FALSE,1932,1,0
1901,4612826,X030337993,HQ1800.5 .W66 2007,ALDERMAN,"Women in South African history : they remove boulders and cross rivers = basus'iimbokodo, bawel'imilambo /",,2007,8/2/07,2/9/18,2,19,0,1,1 2,FALSE,1965,1,0
1920,4505688,X030114846,HQ1767 .H47 2007,ALDERMAN,Women in China's long twentieth century /,"Hershatter, Gail.",2007,4/3/07,9/27/17,8,21,3,1,2,FALSE,1985,1,0
1974,5082913,X030720518,HQ1421 .O94 2007,ALDERMAN,cultural politics and media representations of transgressive women / Bad girls :,"Owen, A. Susan,",2007,1/25/10,5/14/18,2,11,5,1,2,FALSE,2035,1,0
2000,4510502,X004832388,HQ1735 .A65 2007,ALDERMAN,untold stories from 1948 to the present / Iraqi women :,"Al-Ali, Nadje Sadig.",2007,4/19/07,5/16/18,0,18,38,1,2,FALSE,2061,1,0
2060,5132231,X030695210,HQ1462 .M57 2007,ALDERMAN,Miradas feministas sobre las mexicanas del siglo XX /,,2007,4/26/10,7/3/18,0,9,14,1,2,FALSE,2122,1,0
2083,4594081,X030102743,HQ1073.5 .R66 E38 2007,ALDERMAN,Death in ancient Rome /,"Edwards, Catharine.",2007,5/25/07,5/11/18,1,17,8,1,2,FALSE,2148,1,0
2171,5824043,X030842427,HQ76.35 .J3 P38 2007,ALDERMAN,"P?ton?shippu, seikatsu to seido : kekkon, jijitsukon, d?seikon /",,2007,10/25/12,5/14/18,0,2,38,1,2,FALSE,2238,1,0
2195,4673576,X030256112,HQ1418 .Z34 2007,ALDERMAN,women and politics in the early American Republic / Revolutionary backlash :,"Zagarri, Rosemarie,",2007,12/14/07,12/10/17,3,16,2,1,2,FALSE,2265,1,0
2206,4637583,X030255225,HQ1233 .W5846 2007,ALDERMAN,the state of play and strategies for change / Women and leadership :,,2007,10/9/07,6/22/17,5,18,0,1,2,FALSE,2277,1,0
2207,4621100,X030275706,HQ1190 .L597 2007,ALDERMAN,from norms to politics / Judith Butler :,"Lloyd, Moya,",2007,8/30/07,9/15/18,2,14,11,1,2,FALSE,2278,1,0
2244,5016062,X030595790,HQ1155 .V35 2007,ALDERMAN,a young woman's guide to why feminism matters / Full frontal feminism :,"Valenti, Jessica.",2007,10/7/09,4/15/15,1,20,21,1,2,FALSE,2317,1,0
2249,4593925,X030103564,HQ755.5 .E8 B56 2007,ALDERMAN,"""Blood and homeland"" : eugenics and racial nationalism in Central and Southeast Europe, 1900-1940 /",,2007,5/31/07,12/2/17,1,17,5,1,2,FALSE,2322,1,0
2284,4621911,X030250898,HQ792 .U5 C46 2007,ALDERMAN,an American history / Children at play :,"Chudacoff, Howard P.",2007,9/4/07,8/21/17,4,17,10,1,2 3,TRUE,2355,1,0
2287,4640558,X030261573,HQ1034 .U5 P65 2007,ALDERMAN,The politics of same-sex marriage /,,2007,10/16/07,10/31/17,2,24,0,2,2 3,FALSE,2358,1,0
2302,5764304,X031199435,HQ796 .L3823 2007,CLEMONS,rescuing adolescence from the myths of the storm and stress years / The good teen :,"Lerner, Richard M.",2007,9/5/12,5/21/18,0,1,117,1,3,FALSE,2376,1,0
2333,4646646,X030262453,HQ118 .B47 2007,ALDERMAN,"Temporarily yours : intimacy, authenticity, and the commerce of sex /","Bernstein, Elizabeth,",2007,11/6/07,5/15/17,8,17,9,1,2,FALSE,2409,1,0
2334,4473455,X030111673,HQ784 .V53 A53 2007,ALDERMAN,"theory, research, and public policy / Violent video game effects on children and adolescents :","Anderson, Craig Alan,",2007,3/13/07,7/27/17,3,18,4,1,2,FALSE,2410,1,0
2390,4637588,X030255235,HQ536 .T455 2007,ALDERMAN,Marriage and cohabitation /,"Thornton, Arland.",2007,10/9/07,4/12/17,2,17,1,1,2,FALSE,2467,1,0
2408,4637561,X030255234,HQ125 .U6 D47 2007,ALDERMAN,U.S. policy assessed / The war on human trafficking :,"DeStefano, Anthony M.",2007,10/9/07,12/7/14,3,45,9,2,2 3,TRUE,2486,1,0
2446,4620578,X030250762,HQ76.3 .U5 L66 2007,ALDERMAN,Long before Stonewall : histories of same-sex sexuality in early America /,,2007,8/28/07,9/3/18,2,12,9,1,2,TRUE,2526,1,0
2462,4505706,X030114862,HQ1075 .P375 2007,ALDERMAN,"Sex, paranoia, and modern masculinity /","Paradis, Kenneth.",2007,4/3/07,5/14/18,1,14,11,1,2,FALSE,2544,1,0
2467,4608409,X030261124,HQ1155 .T45 2007,ALDERMAN,a critical exploration / Third wave feminism :,,2007,7/17/07,7/21/15,3,23,7,1,2,FALSE,2549,1,0
2481,4646633,X030262463,HQ162.5 .A5 P33 2007,ALDERMAN,"Caribbean pleasure industry : tourism, sexuality, and AIDS in the Dominican Republic /","Padilla, Mark,",2007,11/6/07,11/10/17,3,14,0,1,2,FALSE,2563,1,0
2496,5931698,X031602901,HQ1194 .F45 2007,ALDERMAN,Feminismo ecológico : estudios multidisciplinares de género /,,2007,1/18/13,5/2/17,1,2,4,1,2,FALSE,2580,1,0
2555,4475921,X030112623,HQ76.2 .U5 P85 2007,ALDERMAN,identity and performance in reality television and documentary film / Documenting gay men :,"Pullen, Christopher,",2007,3/22/07,10/5/18,2,12,7,1,2,FALSE,2643,1,0
2584,4603926,X030102993,HQ18 .U5 C36 2007,ALDERMAN,"normal sexuality and race in America, 1880-1940 / The heart of whiteness :","Carter, Julian B.,",2007,6/25/07,3/21/18,3,13,3,1,2,TRUE,2673,1,0
2601,4473439,X030111660,HQ1090.5 .S68 G56 2007,ALDERMAN,becoming men in the new nation / Southern sons :,"Glover, Lorri,",2007,3/13/07,10/24/17,3,15,29,1,2,TRUE,2695,1,0
2645,4622230,X030275709,HQ1075 .B77 2007,ALDERMAN,The future of gender /,"Browne, Jude.",2007,9/5/07,7/1/18,3,11,1,1,2,FALSE,2741,1,0
2693,4632170,X030251346,HQ759.5 .M37 2007,ALDERMAN,Surrogate motherhood and the politics of reproduction /,"Markens, Susan,",2007,9/18/07,12/8/16,1,16,0,1,2,FALSE,2788,1,0
2715,4644779,X030338210,HQ1791.5 .S25 2007,ALDERMAN,"Femmes musulmanes : guerre d'Algérie, 1954-1962 /","Sambron, Diane.",2007,11/1/07,7/13/18,0,10,0,1,2,FALSE,2812,1,0
2735,4609052,X030102443,HQ146 .C4 A23 2007,ALDERMAN,"Sin in the Second City : madams, ministers, playboys, and the battle for America's soul /","Abbott, Karen,",2007,8/21/07,10/11/17,0,24,9,2,2 3,FALSE,2834,1,0
2739,4646639,X030262461,HQ281 .H84 2007,ALDERMAN,"Human trafficking, human security, and the Balkans /",,2007,11/6/07,11/16/13,1,26,2,1,2,FALSE,2838,1,0
2740,4676199,X030276437,HQ1233 .S56 2007,ALDERMAN,"Mothers, monsters, whores : women's violence in global politics /","Sjoberg, Laura,",2007,1/2/08,5/10/18,1,10,11,1,2,FALSE,2839,1,0
2741,4613937,X030275762,HQ1400 .G46 2007,ALDERMAN,"Gender, race and religion in the colonization of the Americas /",,2007,8/7/07,8/30/18,2,10,4,1,2,FALSE,2840,1,0
2756,4617479,X030102470,HQ1735.2 .S43 2007,ALDERMAN,"Women and politics in Iran : veiling, unveiling, and reveiling /","Sedghi, Hamideh.",2007,8/21/07,4/12/14,1,25,0,1,2,FALSE,2856,1,0
2771,4497278,X030114530,HQ801.82 .V58 2007,ALDERMAN,"adventures in online dating / I love you, let's meet :","Vitzthum, Virginia.",2007,3/27/07,8/2/18,0,13,3,2,2 3,FALSE,2871,1,0
2793,4621069,X030254635,HQ1121 .U517 2007,ALDERMAN,Well-behaved women seldom make history /,"Ulrich, Laurel Thatcher,",2007,8/29/07,10/23/18,2,12,9,2,2 3,FALSE,2892,1,0
2814,4808263,X030474228,HQ270 .A5 F73 2007,ALDERMAN,Selling sex : a hidden history of prostitution /,"Frances, Raelene,",2007,12/30/08,5/2/18,4,7,2,1,2,TRUE,2914,1,0
2828,4592547,X030104342,HQ76.2 .G7 G39 2007,ALDERMAN,love and sex between men since the Middle Ages / A gay history of Britain :,,2007,5/22/07,5/17/18,1,11,0,1,2,TRUE,2928,1,0
2877,4691151,X030262957,HQ784 .I58 W43 2007,ALDERMAN,young people and digital technologies / Growing up online :,"Weber, Sandra.",2007,4/17/08,7/27/17,2,20,0,2,2,FALSE,2979,1,0
2902,5073741,X030596061,HQ1155 .H57 2007,CLEMONS,"Get to work : --and get a life, before it's too late /","Hirshman, Linda R.",2007,12/10/09,10/31/14,0,16,0,1,3,FALSE,3004,1,0
2904,4608703,X004832879,HQ1075 .H65 2007,ALDERMAN,What is gender? : sociological aproaches /,"Holmes, Mary.",2007,7/18/07,5/14/18,0,10,4,1,2,FALSE,3007,1,0
2909,4471256,X030114554,HQ1073 .K44 2007,ALDERMAN,A social history of dying /,"Kellehear, Allan,",2007,3/1/07,1/25/18,1,12,3,1,2,FALSE,3012,1,0
2913,4673350,X030276493,HQ76.3 .G8 D38 2007,ALDERMAN,a radical reappraisal of homosexuality in ancient Greece / The Greeks and Greek love :,"Davidson, James N.",2007,12/13/07,5/2/18,1,9,3,1,2,TRUE,3016,1,0
2930,4671496,X030255537,HQ1154 .D34 2007,ALDERMAN,"The making of Our bodies, ourselves : how feminism travels across borders /","Davis, Kathy,",2007,12/4/07,5/1/18,0,9,7,1,2,FALSE,3033,1,0
2940,4665210,X030262984,HQ535 .V65 2007,ALDERMAN,Family life in 19th-century America /,"Volo, James M.,",2007,11/20/07,5/2/18,4,9,59,1,2,FALSE,3043,1,0
2944,4597909,X030104311,HQ759.46 .S86 2007,ALDERMAN,why women really quit careers and head home / Opting out? :,"Stone, Pamela.",2007,6/12/07,5/16/18,4,18,15,2,2 3,FALSE,3048,1,0
2945,4455447,X030111413,HQ1147 .E85 J38 2007,ALDERMAN,"Women in Dark Age and early medieval Europe, c. 500-1200 /","Jewell, Helen M.",2007,1/16/07,5/16/16,2,18,7,1,2,FALSE,3049,1,0
2970,4685697,X030333326,HQ1742 .R394 2007,ALDERMAN,Recent studies on Indian women : empirical work of social scientists /,,2007,2/6/08,3/25/17,1,12,2,1,2,FALSE,3075,1,0
3020,4356248,X030106582,HQ1136 .D35 2007,ALDERMAN,Roman women /,"D'Ambra, Eve,",2007,2/13/07,1/9/17,0,15,5,1,2 4,FALSE,3126,1,0
3025,4676207,X030276423,HQ1073.5 .R66 H67 2007,ALDERMAN,a sourcebook / Death in ancient Rome:,"Hope, Valerie M.,",2007,1/2/08,5/11/18,3,8,3,1,2,FALSE,3131,1,0
3027,4469131,X030114832,HQ74 .B38 2007,ALDERMAN,Look both ways : bisexual politics /,"Baumgardner, Jennifer,",2007,4/3/07,8/20/18,1,22,21,2,2 3,FALSE,3133,1,0
3041,4594405,X030103541,HQ79 .L3513 2007,ALDERMAN,In praise of the whip : a cultural history of arousal /,"Largier, Niklaus,",2007,5/29/07,1/11/13,1,28,3,1,2,FALSE,3148,1,0
3049,4634565,X030254870,HQ792 .U3 C47 2007,ALDERMAN,Pillars of the nation : child citizens and Ugandan national development /,"Cheney, Kristen E.",2007,10/2/07,10/16/18,3,7,1,1,2,TRUE,3157,1,0
3056,4679166,X030257028,HQ1745.5 .C67 2007,ALDERMAN,"Gender, identity, and imperialism : women development workers in Pakistan /","Cook, Nancy.",2007,1/15/08,5/31/17,1,11,10,1,2,FALSE,3167,1,0
3058,4636067,X030261517,HQ1237 .J87 2007,ALDERMAN,"Justice, gender, and the politics of multiculturalism /",,2007,10/25/07,9/23/18,1,7,16,1,2 17,FALSE,3170,1,0
3063,4560988,X004832478,HQ1593 .M67 2007,ALDERMAN,A Victorian woman's place : public culture in the nineteenth century /,"Morgan, Simon,",2007,5/16/07,3/12/18,1,10,1,1,2,FALSE,3175,1,0
3065,4469755,X030114534,HQ1735.2 .T67 2007,ALDERMAN,gender and ritual in Iran / Performing Islam :,"Torab, Azam.",2007,2/22/07,8/19/16,3,16,1,1,2,FALSE,3178,1,0
3092,4679182,X030257057,HQ792 .S65 K45 2007,ALDERMAN,"growing up in Russia, 1890-1991 / Children's world :","Kelly, Catriona.",2007,1/15/08,8/21/17,0,10,15,1,2,FALSE,3205,1,0
3118,4508667,X030112609,HQ799.2 .I5 S84 2007,ALDERMAN,Instant identity : adolescent girls and the world of instant messaging /,"Stern, Shayla Thiel.",2007,4/13/07,7/27/17,0,12,0,1,2,FALSE,3231,1,0
3137,4617382,X030102440,HQ784 .M3 M66 2007,ALDERMAN,"politics, commerce, and childhood in the age of the internet / Generation digital :","Montgomery, Kathryn C.",2007,8/21/07,10/30/17,0,22,2,3,2 3,FALSE,3250,1,0
3144,4455448,X030111412,HQ1726.5 .K43 2007,ALDERMAN,Women in the Middle East : past and present /,"Keddie, Nikki R.",2007,1/16/07,4/5/16,2,17,38,1,2,FALSE,3257,1,0
3151,4510746,X030216614,HQ1233 .O53 2007,CLEMONS,One of the guys : women as aggressors and torturers /,,2007,4/19/07,1/23/18,1,10,0,1,3,FALSE,3264,1,0
3164,4467577,X004834988,HQ18 .E8 C73 2007,ALDERMAN,"European sexualities, 1400-1800 /","Crawford, Katherine,",2007,2/15/07,8/4/17,2,12,4,1,2,TRUE,3277,1,0
3174,4866020,X030468144,HQ796 .B69 2007,CLEMONS,The American teenager /,"Bowman, Robin.",2007,4/21/09,12/5/17,0,5,10,1,3,FALSE,3288,1,0
3185,4605652,X030595901,HQ1161 .P452 2007,ALDERMAN,Multiculturalism without culture /,"Phillips, Anne,",2007,11/11/09,5/1/16,3,17,8,2,2,FALSE,3299,1,0
3187,4676625,X030256295,HQ784 .W3 L66 2007,ALDERMAN,voices of children in war / One day the soldiers came :,"London, Charles.",2007,1/3/08,11/14/16,0,12,0,1,2,TRUE,3301,1,0
3197,4671934,X030251813,HQ73.3 .U6 H86 2007,ALDERMAN,LGBT persons across the life span / Coming out and disclosures :,"Hunter, Ski.",2007,12/5/07,8/20/18,0,6,3,1,2,FALSE,3311,1,0
3205,4785060,X030499069,HQ799 .G3 H456 2007,ALDERMAN,Zonenkinder /,"Hensel, Jana.",2007,10/21/08,10/25/18,0,3,5,1,2,FALSE,3320,1,0
3245,4469400,X030152029,HQ1148 .S87 2007,ALDERMAN,attending to early modern women / Structures and subjectivities :,,2007,2/21/07,9/5/15,4,18,7,1,2,FALSE,3361,1,0
3275,4594196,X030104366,HQ76.25 .Q375 2007,ALDERMAN,media technology & sexuality / Queer online :,,2007,5/29/07,11/7/16,4,13,1,1,2,FALSE,3396,1,0
3289,4665170,X030262932,HQ800.4 .U6 C36 2007,ALDERMAN,Being single on Noah's ark /,"Cargan, Leonard.",2007,11/20/07,10/4/18,0,5,0,1,2,TRUE,3410,1,0
3309,4640752,X030261554,HQ1587 .F44 2007,ALDERMAN,Female exiles in twentieth and twenty-first century Europe /,,2007,10/16/07,7/3/18,1,6,8,1,2,FALSE,3435,1,0
3311,5205143,X030701018,HQ1075 .G465 2007,ALDERMAN,essential readings / Gender relations in global perspective :,,2007,8/17/10,1/19/16,3,7,3,1,2,FALSE,3439,1,0
3320,4696633,X030250356,HQ1453 .R43 2007,ALDERMAN,"feminism, law, and social change / Reaction and resistance :",,2007,3/11/08,9/23/18,0,4,1,1,2,FALSE,3448,1,0
3330,4497438,X030114519,HQ1236 .E38 2007,ALDERMAN,"Sexual decoys : gender, race and war in imperial democracy /","Eisenstein, Zillah R.",2007,3/27/07,4/17/18,0,8,12,1,2,FALSE,3459,1,0
3335,4444546,X004834469,HQ1147 .E85 J47 2007,ALDERMAN,"Women in late medieval and Reformation Europe, 1200-1550 /","Jewell, Helen M.",2007,11/27/06,12/9/15,1,17,3,1,2,FALSE,3465,1,0
3354,4457764,X004834837,HQ21 .C846 2007,ALDERMAN,"a reader / Culture, society and sexualilty :",,2007,1/24/07,1/26/18,2,9,0,1,2,FALSE,3484,1,0
3369,4603925,X030102997,HQ1421 .G43 2007,ALDERMAN,Geek chic : smart women in popular culture /,,2007,6/25/07,4/23/18,1,7,3,1,2,FALSE,3499,1,0
3434,4676550,X030256294,HQ1421 .E65 2007,ALDERMAN,"sexuality, contested space, and feminist activism / Finding the movement :","Enke, Anne,",2007,1/3/08,5/14/18,2,5,3,1,2,FALSE,3570,1,0
3444,4451151,X004834608,HQ1190 .B575 2007,ALDERMAN,The Blackwell guide to feminist philosophy /,,2007,1/3/07,7/10/18,2,7,0,1,2,FALSE,3580,1,0
3454,4594403,X030103536,HQ798 .J39 2007,ALDERMAN,a love letter to the greatest teen magazine of all time / How Sassy changed my life :,"Jesella, Kara,",2007,5/29/07,11/29/17,1,8,0,1,2,FALSE,3590,1,0
3487,4627453,X030251104,HQ281 .Z53 2007,ALDERMAN,Smuggling and trafficking in human beings : all roads lead to America /,"Zhang, Sheldon.",2007,9/11/07,4/29/13,2,23,8,1,2,FALSE,3626,1,0
3489,4671502,X030255540,HQ1236.5 .U6 W2 2007,ALDERMAN,how the George W. Bush presidency shaped a new politics of gender / W stands for women :,,2007,12/4/07,11/20/16,1,10,0,1,2,FALSE,3628,1,0
3500,4505838,X030114852,HQ76.2 .S7 B47 2007,ALDERMAN,"Sexual hierarchies, public status : men, sodomy, and society in Spain's golden age /","Berco, Cristian.",2007,4/3/07,3/24/18,1,7,4,1,2,FALSE,3639,1,0
3514,4446278,X004834508,HQ1075 .M27 2007,ALDERMAN,"contemporary femininities and masculinities / Gender, culture and society :","Mac an Ghaill, Mairtin.",2007,11/30/06,6/11/16,1,14,17,1,2,FALSE,3655,1,0
3534,4634570,X030254872,HQ1090 .M668 2007,ALDERMAN,overcome by man's most precious fluid / Sperm counts :,"Moore, Lisa Jean,",2007,10/2/07,8/24/18,1,4,1,1,2,FALSE,3674,1,0
3536,4646650,X030262454,HQ76 .H29 2007,ALDERMAN,"an essay on sex, risk, and subjectivity / What do gay men want? :","Halperin, David M.,",2007,11/6/07,4/12/18,2,5,6,1,2,FALSE,3676,1,0
3552,4677491,X030278550,HQ1058.5 .F7 L36 2007,ALDERMAN,"From wives to widows in early modern Paris : gender, economy, and law /","Lanza, Janine Marie.",2007,1/7/08,12/13/16,2,9,18,1,2,TRUE,3694,1,0
3558,4715897,X030384754,HQ761 .S64 2007,ALDERMAN,Sperm donor offspring : identity and other experiences /,"Spencer, Lynne W.",2007,4/28/08,9/17/18,1,2,18,1,2,FALSE,3701,1,0
3580,4535349,X030203175,HQ745 .M43 2007,CLEMONS,the selling of the American wedding / One perfect day :,"Mead, Rebecca.",2007,5/10/07,10/26/16,2,11,0,1,3,FALSE,3723,1,0
3596,4665262,X030262936,HQ1154 .E77 2007,ALDERMAN,The essential feminist reader /,,2007,11/20/07,10/26/15,3,13,19,1,2,FALSE,3740,1,0
3609,4670848,X030276262,HQ1662 .W66 2007,ALDERMAN,"Women in Russian culture and society, 1700-1825 /",,2007,12/3/07,5/8/18,1,4,2,1,2,FALSE,3754,1,0
3627,4676211,X030276413,HQ615 .F36 2007,ALDERMAN,The family in early modern England /,,2007,1/2/08,2/7/17,1,8,5,1,2,FALSE,3773,1,0
3631,4698750,X030248860,HQ799 .G5 F45 2007,ALDERMAN,"Sex, thugs and rock 'n' roll : teenage rebels in Cold-War East Germany /","Fenemore, Mark.",2007,3/18/08,5/19/18,0,3,1,1,2,TRUE,3777,1,0
3672,4711770,X030263542,HQ511 .L46 2007,ALDERMAN,La prova del sangue : storie di identità e storie di legittimità nella cultura latina /,"Lentano, Mario,",2007,4/17/08,10/29/18,0,1,0,1,2,FALSE,3821,1,0
3687,4705138,X030252504,HQ1593 .O33 2007,ALDERMAN,"patriarchy, partnership and patronage / Women's agency in early modern Britain and the American colonies :","O'Day, Rosemary.",2007,4/1/08,8/29/17,1,5,2,1,2,FALSE,3837,1,0
3699,4629995,X030274261,HQ1058.5 .K4 M88 2007,ALDERMAN,"Worries of the heart : widows, family, and community in Kenya /","Mutongi, Kenda",2007,9/17/07,3/7/17,1,8,6,1,2,FALSE,3849,1,0
3702,4468812,X030196836,HQ801 .S82 2007,CLEMONS,"how young women pursue sex, delay love and lose at both / Unhooked :","Stepp, Laura Sessions.",2007,2/20/07,11/9/11,6,46,0,2,2 3,FALSE,3852,1,0
3718,4638483,X030275918,HQ1147 .E85 B43 2007,ALDERMAN,Medieval single women : the politics of social classification in late medieval England /,"Beattie, Cordelia.",2007,10/11/07,12/9/15,4,12,2,1,2,FALSE,3869,1,0
3722,4673480,X030256036,HQ803.5 .U66 2007,ALDERMAN,Unmarried couples with children /,,2007,12/14/07,5/15/16,0,10,3,1,2,FALSE,3873,1,0
3754,4627884,X030275772,HQ75.6 .G7 J46 2007,ALDERMAN,a lesbian history of post-war Britain 1945-71 / Tomboys and bachelor girls :,"Jennings, Rebecca",2007,9/12/07,10/22/18,1,2,0,1,2,FALSE,3907,1,0
3758,4694557,X030250226,HQ1161 .M35 2007,ALDERMAN,Making space for indigenous feminism /,,2007,3/4/08,9/23/18,0,1,16,1,2,FALSE,3911,1,0
3765,4785330,X030465961,HQ798 .C57 2007,CLEMONS,your full-on guide to the teen years / Girl stuff :,"Cooke, Kaz,",2007,10/21/08,12/14/17,1,2,0,1,3,FALSE,3919,1,0
3798,4508306,X004832317,HQ1075.5 .E85 T56 2007,ALDERMAN,"a history from the French Revolution to the present day / Gender, sex and the shaping of modern Europe :","Timm, Annette F.",2007,4/12/07,10/4/18,1,3,0,1,2,TRUE,3954,1,0
3807,4598527,X004832668,HQ1438 .J66 2007,ALDERMAN,"white women and colonialism in Barbados and North Carolina, 1627-1865 / Engendering whiteness :","Jones, Cecily.",2007,6/13/07,5/1/18,1,4,12,1,2,FALSE,3963,1,0
3810,4627869,X030275776,HQ1735.6 .R67 2007,ALDERMAN,Afghan women : identity and invasion /,"Rostami-Povey, Elaheh.",2007,9/12/07,11/3/15,1,12,5,1,2,FALSE,3966,1,0
