"","Catalog.Id","Item.Barcode","Item.Call.Number","Item.Library.Code","Catalog.Title","Catalog.Author","Catalog.Pub.Year","Item.Created.Date","Item.Last.Checkout.Date","NumInhouseUses","NumCheckouts","NumRenewals","Duplicates","Bib.Marc.Subfield.Data","MultiVolume","MODEL","LiaisonRecommendation"
"25",5546157,"X031217501","HM851 .A66 2012","ALDERMAN","I know who you are and I saw what you did : social networks and the death of privacy /","Andrews, Lori B.,",2012,"1/30/12","5/4/14",0,13,1,1,"2 17",FALSE,"1",0
"26",5097836,"X030831971","HM1121 .B53 2010","ALDERMAN","Moral time /","Black, Donald J.",2011,"2/26/10","4/15/16",3,13,21,1,"2",FALSE,"1",0
"27",5399981,"X030951423","HM621 .R49 2011","CLEMONS","Retromania : pop culture's addiction to its own past /","Reynolds, Simon,",2011,"8/15/11","2/5/18",1,12,21,1,"3",FALSE,"1",0
"28",4744211,"X030260281","HM1106 .H42 2008","ALDERMAN","When is discrimination wrong? /","Hellman, Deborah,",2008,"7/8/08","12/12/17",0,13,11,1,"2 17",FALSE,"1",0
"29",4471701,"X030101985","HM1033 .O29 2007","ALDERMAN","The politics of regret : on collective memory and historical responsibility /","Olick, Jeffrey K.,",2007,"8/7/07","5/15/18",6,13,12,1,"2",FALSE,"1",0
"30",1137586,"X004189439","HM291 .G6 1959","ALDERMAN","The presentation of self in everyday life.","Goffman, Erving.",1959,"6/3/98","6/8/18",13,18,11,1,"2 14",FALSE,"1",0
"31",4223612,"X004839560","HM621 .E67 2005","ALDERMAN","Empire of the senses : the sensual culture reader /","",2005,"2/2/05","3/23/17",12,14,4,1,"2",FALSE,"1",0
"32",4644154,"X030262109","HM846 .F74 2007","ALDERMAN","The world is flat : a brief history of the twenty-first century /","Friedman, Thomas L.",2007,"10/30/07","5/11/17",14,17,17,2,"2",FALSE,"1",0
"33",5205411,"X030782287","HM1106 .B38 2010","ALDERMAN","Personal connections in the digital age /","Baym, Nancy K.",2010,"8/18/10","2/20/17",7,16,19,2,"2",FALSE,"1",0
"34",3511641,"X004415054","HM1033 .G53 2000","ALDERMAN","The Tipping point : how little things can make a big difference /","Gladwell, Malcolm,",2000,"6/30/00","8/9/17",29,29,39,2,"2 3 14",FALSE,"1",0
"35",7217841,"X031789143","HM851 .N36 2017","ALDERMAN","Kill all normies : the online culture wars from Tumblr and 4chan to the alt-right and Trump /","Nagle, Angela.",2017,"8/4/17","6/25/18",0,9,4,1,"2",FALSE,"1",0
"36",4240876,"X004859775","HM487 .R46 2005","ALDERMAN","Remaking modernity : politics, history, and sociology /","",2005,"4/19/05","7/14/18",4,13,5,1,"2",FALSE,"1",0
"37",4766456,"X030464165","HM886 .Z59 2008","ALDERMAN","Violence : six sideways reflections /","?i?ek, Slavoj.",2008,"9/9/08","3/16/17",4,12,28,1,"2",FALSE,"1",0
"38",5205133,"X030770356","HM821 .W548 2010","ALDERMAN","The spirit level : why equality is better for everyone /","Wilkinson, Richard G.",2010,"8/17/10","6/18/18",3,11,24,1,"2",FALSE,"1",0
"39",6004582,"X031608426","HM742 .D55 2013","CLEMONS","The culture of connectivity : a critical history of social media /","Dijck, José van.",2013,"5/6/13","5/13/18",2,10,13,1,"3",FALSE,"1",0
"40",6732201,"X031739283","HM716 .J86 2016","ALDERMAN","Tribe : on homecoming and belonging /","Junger, Sebastian,",2016,"5/25/16","12/18/17",1,9,1,1,"2 21",FALSE,"1",0
"41",6080849,"X030612403","HM851 .D524 2011","ALDERMAN","The digital divide : arguments for and against Facebook, Google, texting, and the age of social networking /","",2011,"6/17/13","7/26/17",3,10,1,1,"2",FALSE,"1",0
"42",3923650,"X004622776","HM554 .S65 2003","CLEMONS","Regarding the pain of others /","Sontag, Susan,",2003,"3/24/03","7/11/18",13,24,46,2,"2 3 4",FALSE,"1",0
"43",6368573,"X031649615","HM851 .T39 2014","ALDERMAN","The people's platform : taking back power and culture in the digital age /","Taylor, Astra,",2014,"7/22/14","5/1/18",0,9,7,1,"2",FALSE,"1",0
"44",2922085,"X004320612","HM211 .A7 1998","CLEMONS","The human condition /","Arendt, Hannah,",1998,"6/18/99","5/14/18",10,14,5,1,"3",FALSE,"1",0
"45",4685482,"X030251980","HM1136 .W33 2008","ALDERMAN","Urban outcasts : a comparative sociology of advanced marginality /","Wacquant, Loïc J. D.",2008,"2/5/08","4/17/18",4,11,31,1,"2",FALSE,"1",0
"46",4407871,"X030154964","HM623 .R47 1997","ALDERMAN","Representation : cultural representations and signifying practices /","",1997,"10/16/06","1/16/18",10,12,6,1,"2",FALSE,"1",0
"47",4671497,"X030255538","HM1027 .U6 S74 2007","ALDERMAN","Ordinary affects /","Stewart, Kathleen,",2007,"12/4/07","6/11/18",2,11,6,1,"2",FALSE,"1",0
"48",5190371,"X030720969","HM851 .G4723 2010","ALDERMAN","The breakup 2.0 : disconnecting over new media /","Gershon, Ilana.",2010,"8/9/10","3/8/18",2,10,9,1,"2",FALSE,"1",0
"49",6623796,"X031755915","HM1116 .B88 2009b","ALDERMAN","Frames of war : when is life grievable? /","Butler, Judith,",2009,"10/1/15","6/11/18",0,8,21,1,"2",FALSE,"1",0
"50",286925,"X001015862","HM57 .W3413 1978 v.1","ALDERMAN","Economy and society : an outline of interpretive sociology /","Weber, Max,",1978,"6/28/96","5/1/18",67,40,33,6,"2 3 17",TRUE,"1",0
"51",4705381,"X030941878","HM851 .S5465 2008","ALDERMAN","Here comes everybody : the power of organizing without organizations /","Shirky, Clay.",2008,"5/31/11","5/13/18",5,16,6,2,"2",FALSE,"1",0
"52",6781884,"X031792342","HM480 .H55 2016","ALDERMAN","Intersectionality /","Hill Collins, Patricia,",2016,"6/24/16","4/9/18",1,7,8,1,"2",FALSE,"1",0
"53",6151796,"X031606751","HM1251 .H845 2013","ALDERMAN","The problem of political authority : an examination of the right to coerce and the duty to obey /","Huemer, Michael,",2013,"11/8/13","9/13/17",0,8,8,1,"2",FALSE,"1",0
"54",6365995,"X031646167","HM1271 .G54 2005","ALDERMAN","Postcolonial melancholia /","Gilroy, Paul,",2005,"7/16/14","2/22/18",2,8,2,1,"2",FALSE,"1",0
"55",2704283,"X004126662","HM281 .D36 1997","ALDERMAN","The gift of fear : survival signals that protect us from violence /","De Becker, Gavin.",1997,"10/23/97","4/11/18",5,13,17,1,"2",FALSE,"1",0
"56",4560740,"X030719698","HM636 .B48 2007","ALDERMAN","Beyond the body proper : reading the anthropology of material life /","",2007,"3/1/10","5/8/18",5,9,6,1,"2",FALSE,"1",0
"57",4977298,"X030277222","HM1271 .B87 2009","ALDERMAN","Cultural hybridity /","Burke, Peter,",2009,"8/26/09","4/15/18",1,9,6,1,"2",FALSE,"1",0
"58",4885755,"X030565629","HM851 .B87 2009","ALDERMAN","YouTube : online video and participatory culture /","Burgess, Jean (Jean Elizabeth)",2009,"6/25/09","10/30/17",2,9,4,1,"2",FALSE,"1",0
"59",4343788,"X031224402","HM821 .F37 2005","ALDERMAN","Pathologies of power : health, human rights, and the new war on the poor : with a new preface by the author /","Farmer, Paul,",2005,"2/1/06","1/22/18",4,10,14,1,"2",FALSE,"1",0
"60",4791280,"X030471896","HM621 .G578 2009","ALDERMAN","Global linguistic flows : hip hop cultures, youth identities, and the politics of language /","",2009,"11/11/08","9/25/17",5,9,1,1,"2",FALSE,"1",0
"61",5289581,"X030819227","HM656 .F74 2010","ALDERMAN","Time binds : queer temporalities, queer histories /","Freeman, Elizabeth,",2010,"2/23/11","7/7/18",3,8,9,1,"2",FALSE,"1",0
"62",5288535,"X030818935","HM623 .G76 2010","ALDERMAN","Cultural studies in the future tense /","Grossberg, Lawrence.",2010,"2/16/11","6/11/18",0,8,5,1,"2",FALSE,"1",0
"63",572127,"X000316228","HM22 .F8 D778 1972","ALDERMAN","Selected writings.","Durkheim, Émile,",1972,"6/29/96","7/3/18",8,22,39,2,"2 3",TRUE,"1",0
"64",617701,"X006025728","HM291 .G6 1973","CLEMONS","The presentation of self in everyday life.","Goffman, Erving.",1973,"6/29/96","3/16/18",39,26,32,2,"2 3",FALSE,"1",0
"65",4234787,"X004864311","HM846 .F74 2005","ALDERMAN","The world is flat : a brief history of the twenty-first century /","Friedman, Thomas L.",2005,"5/3/05","7/24/17",13,19,30,2,"2 3 13 14",FALSE,"1",0
"66",5205401,"X030780549","HM548 .Z59 2010","ALDERMAN","Living in the end times /","?i?ek, Slavoj.",2010,"8/18/10","7/11/18",0,8,19,1,"2",FALSE,"1",0
"67",6108779,"X031600323","HM881 .M585 2013","ALDERMAN","Occupy : three inquiries in disobedience /","Mitchell, W. J. T. (William John Thomas),",2013,"7/31/13","5/9/18",0,7,0,1,"2",FALSE,"1",0
"68",5960862,"X030609016","HM479 .V57 A513 2012","ALDERMAN","The administration of fear /","Virilio, Paul.",2012,"3/22/13","7/1/18",0,7,8,1,"2",FALSE,"1",0
"69",2770870,"X004120301","HM22 .F8 B773 1997","ALDERMAN","Culture & power : the sociology of Pierre Bourdieu /","Swartz, David,",1997,"2/24/98","5/13/18",4,12,12,1,"2",FALSE,"1",0
"70",6263505,"X031645976","HM753 .S26 2014","ALDERMAN","Fantasies of identification : disability, gender, race /","Samuels, Ellen Jean.",2014,"6/3/14","6/13/16",2,7,6,1,"2",FALSE,"1",0
"71",5670468,"X030945660","HM1091 .B49 2012","ALDERMAN","Beyond prejudice : extending the social psychology of conflict, inequality and social change /","",2012,"5/22/12","4/5/18",1,7,7,1,"2",FALSE,"1",0
"72",5826462,"X030845870","HM881 .C375 2012","ALDERMAN","Networks of outrage and hope : social movements in the Internet age /","Castells, Manuel,",2012,"11/7/12","9/20/17",1,7,17,1,"2",FALSE,"1",0
"73",6651283,"X031734844","HM881 .S73 2016","ALDERMAN","Social movements /","Staggenborg, Suzanne,",2016,"12/9/15","5/2/17",0,6,8,1,"2",FALSE,"1",0
"74",4000632,"X004746752","HM881 .B53 2004","ALDERMAN","The Blackwell companion to social movements /","",2004,"3/4/04","8/31/16",4,10,12,1,"2",FALSE,"1",0
"75",5945493,"X031617662","HM881 .M64 2013","ALDERMAN","Globalization and social movements : Islamism, feminism, and the global justice movement /","Moghadam, Valentine M.,",2013,"2/20/13","4/18/16",0,7,3,1,"2",FALSE,"1",0
"76",3534375,"X030216812","HM1106 .D47 2000","ALDERMAN","The pursuit of attention : power and ego in everyday life /","Derber, Charles.",2000,"4/11/07","7/3/17",2,9,18,1,"2",FALSE,"1",0
"77",7071082,"X031761369","HM479 .H35 S36 2017","ALDERMAN","Stuart Hall's voice : intimations of an ethics of receptive generosity /","Scott, David,",2017,"5/17/17","7/11/18",1,5,1,1,"2",FALSE,"1",0
"78",5767178,"X030847614","HM846 .V57 2004","ALDERMAN","The Paul Virilio reader /","Virilio, Paul.",2004,"9/12/12","6/29/18",0,7,18,1,"2",FALSE,"1",0
"79",4814131,"X030471470","HM831 .C654 2009","ALDERMAN","Elsewhere, U.S.A. /","Conley, Dalton,",2009,"2/18/09","6/11/17",2,15,50,2,"2 3",FALSE,"1",0
"80",4758265,"X030844570","HM1231 .B47 2005","ALDERMAN","Propaganda /","Bernays, Edward L.,",2005,"11/15/12","1/24/18",2,7,15,1,"2 17",FALSE,"1",0
"81",5725290,"X030841928","HM881 .W75 2012","ALDERMAN","Occupying Wall Street : the inside story of an action that changed America /","Writers for the 99% (Group)",2012,"8/9/12","12/6/16",2,7,3,1,"2",FALSE,"1",0
"82",6261221,"X031626957","HM548 .S275 2014","ALDERMAN","Expulsions : brutality and complexity in the global economy /","Sassen, Saskia",2014,"5/21/14","5/14/18",2,6,8,1,"2",FALSE,"1",0
"83",3796497,"X004555914","HM621 .F83 2001","ALDERMAN","Against essentialism : a theory of culture and society /","Fuchs, Stephan,",2001,"12/3/01","7/3/18",4,10,8,1,"2",FALSE,"1",0
"84",4369426,"X004972319","HM701 .S26 2006","ALDERMAN","Territory, authority, rights : from medieval to global assemblages /","Sassen, Saskia.",2006,"5/25/06","8/1/16",6,9,14,1,"2",FALSE,"1",0
"85",6151139,"X031600800","HM741 .S75 2013","ALDERMAN","Writing on the wall : social media, the first 2,000 years /","Standage, Tom,",2013,"11/6/13","2/19/18",1,6,0,1,"2 13",FALSE,"1",0
"86",6745045,"X031739403","HM851 .H43 2016","ALDERMAN","Magic and loss : the Internet as art /","Heffernan, Virginia,",2016,"6/15/16","6/29/18",3,5,3,1,"2",FALSE,"1",0
"87",6819683,"X031772645","HM1176 .B47 2016","ALDERMAN","Invisible influence : the hidden forces that shape behavior /","Berger, Jonah,",2016,"7/27/16","5/7/18",0,5,5,1,"2",FALSE,"1",0
"88",1365217,"X001605844","HM24 .H2713 1989","ALDERMAN","The structural transformation of the public sphere : an inquiry into a category of bourgeois society /","Habermas, Jürgen.",1989,"6/30/96","5/17/18",18,12,23,1,"2",FALSE,"1",0
"89",4020550,"X004744115","HM1111 .C64 2004","ALDERMAN","Interaction ritual chains /","Collins, Randall,",2004,"4/6/04","7/8/18",6,9,38,1,"2",FALSE,"1",0
"90",1763808,"X001843722","HM278 .S37 1990","ALDERMAN","Domination and the arts of resistance : hidden transcripts /","Scott, James C.",1990,"6/30/96","2/15/18",19,12,11,1,"2",FALSE,"1",0
"91",6185777,"X031580057","HM821 .S65 2013","ALDERMAN","Social stratification : class, race, and gender in sociological perspective /","",2013,"1/16/14","8/8/17",0,6,2,1,"2",FALSE,"1",0
"92",6722629,"X031782996","HM806 .G73 2015","ALDERMAN","The utopia of rules : on technology, stupidity, and the secret joys of bureaucracy /","Graeber, David,",2015,"4/26/16","7/17/18",0,5,3,1,"2",FALSE,"1",0
"93",6124059,"X031230031","HM851 .P345 2013","ALDERMAN","The distraction addiction : getting the information you need and the communication you want, without enraging your family, annoying your colleagues, and destroying your soul /","Pang, Alex Soojung-Kim.",2013,"8/21/13","10/31/17",0,6,1,1,"2",FALSE,"1",0
"94",4296799,"X030946769","HM881 .F73 2005","ALDERMAN","Frames of protest : social movements and the framing perspective /","",2005,"6/29/11","11/25/17",0,7,1,1,"2",FALSE,"1",0
"95",5950681,"X031618281","HM479 .B68 B66 2013","ALDERMAN","Bourdieu and historical analysis /","",2013,"3/13/13","4/4/18",0,6,4,1,"2",FALSE,"1",0
"96",4231628,"X004861149","HM590 .M39 2005","ALDERMAN","Max Weber's Economy and society : a critical companion /","",2005,"3/16/05","11/29/16",2,9,3,1,"2",FALSE,"1",0
"97",5228117,"X030763032","HM851 .D42 2010","ALDERMAN","Blog theory : feedback and capture in the circuits of drive /","Dean, Jodi,",2010,"10/12/10","7/16/17",3,7,5,1,"2",FALSE,"1",0
"98",2575801,"X004319076","HM24 .H2713 1991","ALDERMAN","The structural transformation of the public sphere : an inquiry into a category of bourgeois society /","Habermas, Jürgen.",1991,"3/10/99","6/4/18",17,21,24,2,"2 3",FALSE,"1",0
"99",6261326,"X031636392","HM851 .T83 2014","ALDERMAN","The naked future : what happens in a world that anticipates your every move /","Tucker, Patrick,",2014,"5/21/14","8/28/16",0,6,8,1,"2",FALSE,"1",0
"100",6151150,"X031600807","HM743 .T95 B55 2013","ALDERMAN","Hatching Twitter : a true story of money, power, friendship, and betrayal /","Bilton, Nick,",2013,"11/6/13","5/25/17",0,6,1,1,"2 13",FALSE,"1",0
"101",5238266,"X030792523","HM836 .A67 2010","CLEMONS","The honor code : how moral revolutions happen /","Appiah, Anthony.",2010,"10/25/10","5/19/17",1,11,52,2,"2 3",FALSE,"1",0
"102",4447664,"X030159193","HM1261 .N67 2007","ALDERMAN","Leadership : theory and practice /","Northouse, Peter Guy.",2007,"12/7/06","1/9/18",6,8,0,1,"2",FALSE,"1",0
"103",6633828,"X031738080","HM1169 .P45 2015","ALDERMAN","This is why we can't have nice things : mapping the relationship between online trolling and mainstream culture /","Phillips, Whitney,",2015,"10/12/15","5/13/18",0,5,2,1,"2",FALSE,"1",0
"104",6714938,"X031731109","HM821 .M555 2016","ALDERMAN","Global inequality : a new approach for the age of globalization /","Milanovi?, Branko,",2016,"4/13/16","6/28/17",2,5,0,1,"2",FALSE,"1",0
"105",2666522,"X006131711","HM206 .D48 1997","ALDERMAN","Guns, germs, and steel : the fates of human societies /","Diamond, Jared M.",1997,"3/20/97","7/2/18",20,17,65,2,"2 3 5",FALSE,"1",0
"106",4860253,"X030468308","HM886 .N67 2009","ALDERMAN","Violence and social orders : a conceptual framework for interpreting recorded human history /","North, Douglass C. (Douglass Cecil)",2009,"4/13/09","7/7/18",2,7,19,1,"2",FALSE,"1",0
"107",4826825,"X030516723","HM821 .W55 2009","CLEMONS","More than just race : being black and poor in the inner city /","Wilson, William J.,",2009,"3/5/09","6/27/18",2,13,4,2,"2 3",FALSE,"1",0
"108",6549968,"X031706025","HM821 .B78 2015","ALDERMAN","Grounds for difference /","Brubaker, Rogers,",2015,"4/29/15","4/28/18",0,5,1,1,"2",FALSE,"1",0
"109",5560031,"X031188205","HM741 .K33 2012","ALDERMAN","Understanding social networks : theories, concepts, and findings /","Kadushin, Charles.",2012,"2/22/12","5/30/18",2,6,41,1,"2",FALSE,"1",0
"110",6390508,"X031652483","HM881 .A396 2014","ALDERMAN","Mobilizing democracy : globalization and citizen protest /","Almeida, Paul,",2014,"9/24/14","6/12/18",0,5,5,1,"2",FALSE,"1",0
"111",6549740,"X031657089","HM826 .H43 2011","ALDERMAN","On thinking institutionally /","Heclo, Hugh,",2011,"4/27/15","6/4/18",1,5,8,1,"2",FALSE,"1",0
"112",6573628,"X031707252","HM876 .H43 2015","ALDERMAN","Wages of rebellion /","Hedges, Chris",2015,"6/17/15","6/17/17",0,5,4,1,"2",FALSE,"1",0
"113",6148962,"X031600778","HM1271 .A44 2001","ALDERMAN","Alternative modernities /","",2001,"10/28/13","3/18/18",3,6,26,1,"2",FALSE,"1",0
"114",6299355,"X031628818","HM500 .D68 2014","ALDERMAN","Double exposure : memory & photography /","",2014,"6/25/14","6/28/18",5,5,11,1,"2",FALSE,"1",0
"115",6262193,"X031627129","HM1206 .M4328 2014","ALDERMAN","Media sociology : a reappraisal /","",2014,"5/28/14","5/16/18",0,5,2,1,"2",FALSE,"1",0
"116",4236611,"X004859429","HM1271 .M4555 2005","ALDERMAN","Minor transnationalism /","",2005,"4/12/05","5/13/18",5,8,5,1,"2",FALSE,"1",0
"117",7020656,"X031741485","HM479 .H35 A3 2017","ALDERMAN","Familiar stranger : a life between two islands /","Hall, Stuart,",2017,"4/3/17","5/21/18",0,4,0,1,"2",FALSE,"1",0
"118",4232580,"X004861513","HM548 .H25 2005","ALDERMAN","The handbook of economic sociology /","",2005,"3/22/05","4/10/18",8,8,7,1,"2",FALSE,"1",0
"119",7024331,"X031762406","HM846 .J44 2017","ALDERMAN","We know all about you : the story of surveillance in Britain and America /","Jeffreys-Jones, Rhodri,",2017,"4/12/17","4/13/18",1,4,1,1,"2",FALSE,"1",0
"120",7018664,"X031761094","HM851 .A437 2017","ALDERMAN","Irresistible : the rise of addictive technology and the business of keeping us hooked /","Alter, Adam L.,",2017,"3/24/17","4/24/18",1,4,1,1,"2 13",FALSE,"1",0
"121",5268338,"X030793945","HM881 .W45 2011","ALDERMAN","When protest makes policy : how social movements represent disadvantaged groups /","Weldon, S. Laurel.",2011,"1/6/11","5/12/18",2,6,5,1,"2",FALSE,"1",0
"122",6309722,"X031655635","HM742 .R38 2014","CLEMONS","Personal media and everyday life : a networked lifeworld /","Rasmussen, Terje.",2014,"7/2/14","11/14/17",0,5,10,1,"3",FALSE,"1",0
"123",4225385,"X004839626","HM623 .D87 2005","ALDERMAN","Cultural studies : a critical introduction /","During, Simon,",2005,"2/10/05","2/20/18",2,8,13,1,"2",FALSE,"1",0
"124",4637627,"X030255282","HM851 .S8728 2007","ALDERMAN","Republic.com 2.0 /","Sunstein, Cass R.",2007,"10/9/07","5/30/18",2,7,5,1,"2 17",FALSE,"1",0
"125",6904320,"X031792570","HM626 .M553 2016","ALDERMAN","The world made meme : public conversations and participatory media /","Milner, Ryan M.,",2016,"11/4/16","5/13/18",3,4,1,1,"2",FALSE,"1",0
"126",4683861,"X030278735","HM621 .L56 2008","ALDERMAN","Culture and authenticity /","Lindholm, Charles,",2008,"1/30/08","10/6/17",3,7,2,1,"2",FALSE,"1",0
"127",6880307,"X031796069","HM728 .L55 2016","ALDERMAN","The reckless mind : intellectuals in politics /","Lilla, Mark,",2016,"9/23/16","4/10/18",0,4,2,1,"2",FALSE,"1",0
"128",6915255,"X031773006","HM846 .F739 2016","ALDERMAN","Thank you for being late : an optimist's guide to thriving in the age of accelerations /","Friedman, Thomas L.",2016,"12/5/16","1/15/18",0,4,1,1,"2 13",FALSE,"1",0
"129",2510520,"X030564517","HM101 .S7733 1996","ALDERMAN","The Spivak reader : selected works of Gayatri Chakravorty Spivak /","Spivak, Gayatri Chakravorty.",1996,"6/24/09","6/21/18",9,10,27,2,"2",FALSE,"1",0
"130",531672,"X006025368","HM131 .H566","CLEMONS","Exit, voice, and loyalty; responses to decline in firms, organizations, and states","Hirschman, Albert O.",1970,"6/29/96","6/10/18",5,20,28,2,"2 3 13 14 17",FALSE,"1",0
"131",5227893,"X030763284","HM742 .N49 2011","ALDERMAN","A networked self : identity, community and culture on social network sites /","",2011,"10/12/10","10/12/17",3,6,6,1,"2",FALSE,"1",0
"132",202665,"X000559036","HM267 .H313 1980","ALDERMAN","The collective memory /","Halbwachs, Maurice,",1980,"6/28/96","5/9/16",14,12,22,1,"2",FALSE,"1",0
"133",5960290,"X031229922","HM851 .M6653 2013","ALDERMAN","To save everything, click here : the folly of technological solutionism /","Morozov, Evgeny.",2013,"4/16/13","5/29/18",5,9,19,2,"2",FALSE,"1",0
"134",6714853,"X031730987","HM585 .A237 2016","ALDERMAN","Processual sociology /","Abbott, Andrew Delano,",2016,"4/13/16","4/24/18",0,4,5,1,"2",FALSE,"1",0
"135",3573653,"X004438613","HM671 .R42 2000","ALDERMAN","Readings for diversity and social justice /","",2000,"10/17/00","7/5/18",5,9,23,1,"2",FALSE,"1",0
"136",3701319,"X030358029","HM500 .S78 2001","ALDERMAN","Practices of looking : an introduction to visual culture /","Sturken, Marita,",2001,"2/8/08","2/5/18",17,11,7,2,"2 4",FALSE,"1",0
"137",5075029,"X030614575","HM741 .J33 2008","ALDERMAN","Social and economic networks /","Jackson, Matthew O.",2008,"12/17/09","6/19/18",4,6,6,1,"2",FALSE,"1",0
"138",1137584,"X000237791","HM291 .G59 1967","ALDERMAN","Interaction ritual; essays in face-to-face behavior.","Goffman, Erving.",1967,"6/29/96","3/22/18",12,12,16,1,"2 14",FALSE,"1",0
"139",4406768,"X030105229","HM706 .P68 2006","ALDERMAN","The empire of love : toward a theory of intimacy, genealogy, and carnality /","Povinelli, Elizabeth A.",2006,"10/10/06","4/5/18",2,7,3,1,"2",FALSE,"1",0
