"","Catalog.Id","Item.Barcode","Item.Call.Number","Item.Library.Code","Catalog.Title","Catalog.Author","Catalog.Pub.Year","Item.Created.Date","Item.Last.Checkout.Date","NumInhouseUses","NumCheckouts","NumRenewals","Duplicates","Bib.Marc.Subfield.Data","MultiVolume","MODEL","LiaisonRecommendation"
"22",6513077,"X031705808","BR517 .K78 2015","ALDERMAN","One nation under God : how corporate America invented Christian America /","Kruse, Kevin Michael,",2015,"4/16/15","5/16/18",0,9,2,1,"2 17",FALSE,"1",0
"23",634805,"X000170976","BR123 .L484 1960","CLEMONS","Mere Christianity; a revised and enlarged edition with a new introduction, of the three books, The case for Christianity, Christian behavior, and Beyond personality,","Lewis, C. S. (Clive Staples),",1960,"6/29/96","5/21/18",10,14,34,1,"3",FALSE,"1",0
"24",6170870,"X031621167","BR1642 .U6 W67 2014","ALDERMAN","Apostles of reason : the crisis of authority in American evangelicalism /","Worthen, Molly,",2014,"12/14/13","5/24/18",2,9,5,1,"2",FALSE,"1",0
"25",4817777,"X030467605","BR856 .H476 2008","ALDERMAN","The Aryan Jesus : Christian theologians and the Bible in Nazi Germany /","Heschel, Susannah.",2008,"2/3/09","5/1/18",5,10,6,1,"2",FALSE,"1",0
"26",5009097,"X030559341","BR516 .M86 2009","ALDERMAN","God and the founders : Madison, Washington, and Jefferson /","Muñoz, Vincent Phillip.",2009,"9/23/09","5/14/17",2,10,9,1,"2",FALSE,"1",0
"27",3995582,"X004745519","BR115 .C67 M55 2004","ALDERMAN","Consuming religion : Christian faith and practice in a consumer culture /","Miller, Vincent Jude.",2004,"1/9/04","5/12/18",1,11,31,1,"2",FALSE,"1",0
"28",5596573,"X030975295","BR516 .P67 2012","ALDERMAN","Conceived in doubt : religion and politics in the new American nation /","Porterfield, Amanda,",2012,"5/16/12","5/17/18",2,9,1,1,"2 17",FALSE,"1",0
"29",266536,"X000447417","BR65 .A443 D413 1977","ALDERMAN","St. Athanasius on the incarnation : the treatise De incarnatione Verbi Dei /","Athanasius,",1977,"6/28/96","2/28/18",4,13,5,1,"2",TRUE,"1",0
"30",4640966,"X030275973","BR515 .G89 2007","ALDERMAN","Providence and the invention of the United States, 1607-1876 /","Guyatt, Nicholas,",2007,"10/17/07","3/29/18",5,10,2,1,"2",FALSE,"1",0
"31",6714842,"X031731098","BR100 .H6155 2016","ALDERMAN","Acute melancholia and other essays : mysticism, history, and the study of religion /","Hollywood, Amy M.,",2016,"4/13/16","5/14/18",2,8,5,1,"2",FALSE,"1",0
"32",5356463,"X030944108","BR65 .B34 C6613 2011","ALDERMAN","Against Eunomius /","Basil,",2011,"6/9/11","2/28/18",2,9,5,1,"2",TRUE,"1",0
"33",5226923,"X030745090","BR1642 .U5 W535 2010","ALDERMAN","God's own party : the making of the Christian right /","Williams, Daniel K.",2010,"10/9/10","5/26/18",1,9,12,1,"2",FALSE,"1",0
"34",5289107,"X030818162","BR516 .S43 2011","ALDERMAN","The myth of American religious freedom /","Sehat, David.",2011,"2/19/11","4/30/17",3,9,3,1,"2 17",FALSE,"1",0
"35",4886434,"X030565772","BR1644.5 .N6 M37 2009","ALDERMAN","Political spiritualities : the Pentecostal revolution in Nigeria /","Marshall, Ruth,",2009,"7/1/09","6/23/18",1,9,3,1,"2",FALSE,"1",0
"36",4713795,"X030268956","BR1025 .S39 2008","ALDERMAN","All can be saved : religious tolerance and salvation in the Iberian Atlantic world /","Schwartz, Stuart B.",2008,"4/25/08","5/12/18",7,9,5,1,"2",FALSE,"1",0
"37",4638503,"X030275954","BR205 .S26 2007","ALDERMAN","Religious identity in late antiquity : Greeks, Jews, and Christians in Antioch /","Sandwell, Isabella.",2007,"10/11/07","4/26/18",1,9,26,1,"2",FALSE,"1",0
"38",6728680,"X031731461","BR1642 .S64 E43 2016","ALDERMAN","The sacred mirror : evangelicalism, honor, and identity in the Deep South, 1790-1860 /","Elder, Robert,",2016,"5/11/16","6/24/18",0,7,1,1,"2",FALSE,"1",0
"39",4672682,"X030255717","BR520 .K53 2007","ALDERMAN","The great awakening : the roots of evangelical Christianity in colonial America /","Kidd, Thomas S.",2007,"12/11/07","11/17/17",5,9,12,1,"2",FALSE,"1",0
"40",4641100,"X030255711","BR115 .P7 M38 2007","ALDERMAN","A theology of public life /","Mathewes, Charles T.,",2007,"10/17/07","11/17/17",2,9,12,1,"2",FALSE,"1",0
"41",4429052,"X030108101","BR516 .H255 2006","ALDERMAN","Letter to a Christian nation /","Harris, Sam,",2006,"10/31/06","3/26/18",2,9,20,1,"2",FALSE,"1",0
"42",6548831,"X031705890","BR515 .H377 2015","ALDERMAN","The origins of American religious nationalism /","Haselby, Sam,",2015,"4/22/15","7/1/18",2,7,2,1,"2",FALSE,"1",0
"43",1332430,"X000175860","BR110 .J3 1961","CLEMONS","The varieties of religious experience; a study in human nature.","James, William,",1961,"6/30/96","5/7/18",4,12,10,1,"3",FALSE,"1",0
"44",5394691,"X030794490","BR115 .P7 B675 2010","ALDERMAN","Christianity and contemporary politics : the conditions and possibilities of faithful witness /","Bretherton, Luke.",2010,"8/2/11","7/3/17",0,8,8,1,"2",FALSE,"1",0
"45",6388856,"X031653543","BR115 .L25 W55 2014","ALDERMAN","The edge of words : God and the habits of language /","Williams, Rowan,",2014,"11/6/14","4/17/18",2,7,5,1,"2",FALSE,"1",0
"46",3708876,"X004516227","BR45 .B6513 1996 v.4","ALDERMAN","Discipleship /","Bonhoeffer, Dietrich,",2001,"4/12/01","4/28/18",2,10,20,1,"2",TRUE,"1",0
"47",5077672,"X030611767","BR535 .W54 2009","ALDERMAN","Baptized in blood : the religion of the Lost Cause, 1865-1920 /","Wilson, Charles Reagan.",2009,"1/8/10","5/22/18",1,8,26,1,"2",FALSE,"1",0
"48",3486633,"X004417400","BR1710 .M39 2000","ALDERMAN","Medieval hagiography : an anthology /","",2000,"2/1/00","5/26/18",10,10,15,1,"2",FALSE,"1",0
"49",3485079,"X004324650","BR307 .G74 1999","ALDERMAN","Salvation at stake : Christian martyrdom in early modern Europe /","Gregory, Brad S. (Brad Stephan),",1999,"1/7/00","6/22/18",9,10,9,1,"2",FALSE,"1",0
"50",4776171,"X030278074","BR121.3 .O99 2008","ALDERMAN","The Oxford handbook of early Christian studies /","",2008,"9/25/08","7/14/18",7,8,33,1,"2",FALSE,"1",0
"51",5962411,"X030609121","BR115 .J8 C33 2013","ALDERMAN","Global justice, Christology, and Christian ethics /","Cahill, Lisa Sowle",2013,"3/29/13","1/4/18",1,7,4,1,"2",TRUE,"1",0
"52",5184488,"X030760995","BR45 .B6513 1996 v.8","ALDERMAN","Letters and papers from prison /","Bonhoeffer, Dietrich,",2010,"7/20/10","1/24/16",1,8,0,1,"2",TRUE,"1",0
"53",5772659,"X031199494","BR162.3 .B77 2012","ALDERMAN","Through the eye of a needle : wealth, the fall of Rome, and the making of Christianity in the West, 350-550 AD /","Brown, Peter,",2012,"9/14/12","7/14/18",2,7,37,1,"2 4",FALSE,"1",0
"54",7018525,"X031761086","BR526 .D735 2017","ALDERMAN","The Benedict option : a strategy for Christians in a post-Christian nation /","Dreher, Rod,",2017,"3/24/17","5/12/18",1,6,3,1,"2",FALSE,"1",0
"55",5823639,"X030844581","BR563 .N4 S49 2012","ALDERMAN","Blacks and Whites in Christian America : how racial discrimination shapes religious convictions /","Shelton, Jason E.",2012,"10/24/12","5/7/18",0,7,17,1,"2",FALSE,"1",0
"56",356178,"X000062459","BR563 .N4 R25","ALDERMAN","Slave religion : the ""invisible institution"" in the Antebellum South /","Raboteau, Albert J.",1978,"6/28/96","5/22/18",25,23,23,3,"2 3",TRUE,"1",0
"57",244234,"X000328067","BR65 .O52 1979","ALDERMAN","Origen /","Origen.",1979,"6/28/96","4/10/18",9,11,10,1,"2",FALSE,"1",0
"58",4051848,"X030253897","BR515 .A4 2004","ALDERMAN","A Religious history of the American people /","Ahlstrom, Sydney E.",2004,"3/18/08","4/13/18",3,8,7,1,"2",FALSE,"1",0
"59",5845745,"X030845488","BR65 .A9 B94 2013","ALDERMAN","Perception, sensibility, and moral motivation in Augustine : a stoic-platonic synthesis /","Byers, Sarah Catherine,",2013,"12/15/12","5/26/17",2,7,5,1,"2",FALSE,"1",0
"60",5500219,"X031187399","BR757 .R67 2011","ALDERMAN","Godly kingship in Restoration England : the politics of the royal supremacy, 1660-1688 /","Rose, Jacqueline,",2011,"11/18/11","5/12/18",0,7,8,1,"2",FALSE,"1",0
"61",5464058,"X030958784","BR115 .C8 E876 2011","ALDERMAN","Ethnography as Christian theology and ethics /","",2011,"11/2/11","5/12/18",1,7,17,1,"2",FALSE,"1",0
"62",5464719,"X030975927","BR1369 .S53 2011","ALDERMAN","Sacred violence : African Christians and sectarian hatred in the age of Augustine /","Shaw, Brent D.",2011,"12/7/11","2/23/18",0,7,3,1,"2",FALSE,"1",0
"63",2754871,"X006057725","BR115 .L25 P53 1997","ALDERMAN","After writing : on the liturgical consummation of philosophy /","Pickstock, Catherine.",1998,"1/7/98","12/14/17",2,10,14,1,"2",FALSE,"1",0
"64",6634481,"X031740507","BR115 .P7 W4945 2015","ALDERMAN","American exceptionalism and civil religion : reassessing the history of an idea /","Wilsey, John D.",2015,"10/20/15","11/10/17",0,6,0,1,"2",FALSE,"1",0
"65",6551436,"X031726831","BR85 .N54 2015","ALDERMAN","Reinhold Niebuhr : major works on religion and politics /","Niebuhr, Reinhold,",2015,"5/4/15","3/4/18",0,6,25,1,"2",FALSE,"1",0
"66",4028558,"X004780292","BR305.3 .M33 2004","CLEMONS","The Reformation /","MacCulloch, Diarmaid.",2004,"5/5/04","7/14/15",2,9,2,1,"3",FALSE,"1",0
"67",5502486,"X031187274","BR520 .F69 2012","ALDERMAN","The founding fathers and the debate over religion in revolutionary America : a history in documents /","",2012,"12/2/11","7/12/16",1,7,1,1,"2",FALSE,"1",0
"68",5123134,"X030720716","BR145.3 .M33 2010","ALDERMAN","Christianity : the first three thousand years /","MacCulloch, Diarmaid.",2010,"3/25/10","3/3/18",2,14,26,2,"2 3",FALSE,"1",0
"69",4298312,"X004858766","BR563 .N4 B47 2005","ALDERMAN","Passionately human, no less divine : religion and culture in Black Chicago, 1915-1952 /","Best, Wallace D. (Wallace Denino)",2005,"8/16/05","4/17/18",0,8,9,1,"2",FALSE,"1",0
"70",6442680,"X031707781","BR1640 .S88 2014","ALDERMAN","American apocalypse : a history of modern evangelicalism /","Sutton, Matthew Avery,",2014,"1/15/15","7/9/17",1,6,8,1,"2",FALSE,"1",0
"71",5161922,"X030732660","BR1450 .T88 2000","ALDERMAN","No future without forgiveness /","Tutu, Desmond.",2000,"2/14/11","12/11/17",0,7,9,1,"2",FALSE,"1",0
"72",5337461,"X030946655","BR1430 .C475 2011","ALDERMAN","Christianity and public culture in Africa /","",2011,"4/24/11","4/20/16",2,7,4,1,"2",FALSE,"1",0
"73",6152249,"X031602366","BR1643.5 .P46 2012","ALDERMAN","Pentecostalism and prosperity : the socio-economics of the global charismatic movement /","",2012,"11/12/13","5/12/18",0,6,68,1,"2",FALSE,"1",0
"74",1670474,"X030574271","BR65 .A5 E53 1990 pt.3 v.12","ALDERMAN","The works of Saint Augustine : a translation for the 21st century /","Augustine,",1990,"4/30/09","5/28/15",278,160,290,46,"2",TRUE,"1",0
"75",5186691,"X030720947","BR115 .P7 W35 2009","ALDERMAN","The politics of discipleship : becoming postmaterial citizens /","Ward, Graham,",2009,"7/26/10","9/13/16",1,7,6,1,"2",FALSE,"1",0
"76",5875141,"X031619737","BR65 .G75 C6513 2012","ALDERMAN","Homilies on the Song of songs /","Gregory,",2012,"1/11/13","7/3/18",1,6,1,1,"2",TRUE,"1",0
"77",4753982,"X030458362","BR735 .S67 2008","ALDERMAN","The religious Enlightenment : Protestants, Jews, and Catholics from London to Vienna /","Sorkin, David Jan.",2008,"8/20/08","5/12/18",1,7,8,1,"2",FALSE,"1",0
"78",2939751,"X006006541","BR115 .P7 G577 1999","ALDERMAN","Karl Barth : against hegemony /","Gorringe, Timothy.",1999,"8/25/99","2/6/18",2,9,18,1,"2",TRUE,"1",0
"79",3989114,"X004734550","BR115 .H6 A46 2003","ALDERMAN","The queer God  /","Althaus-Reid, Marcella.",2003,"11/13/03","5/15/18",3,8,13,1,"2",FALSE,"1",0
"80",5845716,"X030847417","BR67 .E37 2013","ALDERMAN","Forgery and counterforgery : the use of literary deceit in early Christian polemics /","Ehrman, Bart D.",2013,"12/15/12","12/5/17",3,6,4,1,"2",FALSE,"1",0
"81",4781812,"X030277641","BR115 .P7 S27413 2008","ALDERMAN","Political theology II /","Schmitt, Carl,",2008,"10/14/08","8/30/17",1,7,17,1,"2",FALSE,"1",0
"82",3978612,"X004701493","BR375 .M377 2003","ALDERMAN","Reformation England, 1480-1642 /","Marshall, Peter,",2003,"10/30/03","12/26/17",5,8,9,1,"2",FALSE,"1",0
"83",5630046,"X030841691","BR65 .O68 M378 2012","ALDERMAN","Origen and scripture : the contours of the exegetical life / Peter W. Martens.","Martens, Peter W. (Peter William)",2012,"5/17/12","4/10/18",1,6,8,1,"2",FALSE,"1",0
"84",5773548,"X030845508","BR515 .B59 2012","ALDERMAN","The color of Christ : the Son of God & the saga of race in America /","Blum, Edward J.",2012,"9/21/12","12/3/17",2,6,0,1,"2",FALSE,"1",0
"85",5934518,"X030847368","BR1725 .O7 B74 2013","ALDERMAN","Sarah Osborn's world : the rise of evangelical Christianity in early America /","Brekus, Catherine A.",2013,"2/6/13","6/1/17",2,6,1,1,"2",FALSE,"1",0
"86",4637665,"X030255119","BR516 .R34 2007","ALDERMAN","Religion and American politics : from the colonial period to the present /","",2007,"10/9/07","5/15/18",5,7,8,1,"2",FALSE,"1",0
"87",5500499,"X030959061","BR117 .R63 2011","ALDERMAN","Lectio divina : the medieval experience of reading /","Robertson, Duncan.",2011,"11/21/11","6/1/18",0,6,7,1,"2",FALSE,"1",0
"88",5415707,"X030975996","BR515 .L2513 2011","ALDERMAN","Religion in America : a political history /","Lacorne, Denis.",2011,"9/22/11","6/29/18",2,6,8,1,"2 17",FALSE,"1",0
"89",5744509,"X031214646","BR1604.23 .M67 2012","ALDERMAN","Ancient Christian martyrdom : diverse practices, theologies, and traditions /","Moss, Candida R.",2012,"8/29/12","5/9/17",0,6,2,1,"2",FALSE,"1",0
"90",559848,"X000240702","BR331 .E5 J3 1970","ALDERMAN","Three treatises.","Luther, Martin,",1970,"6/29/96","4/19/18",11,16,18,2,"2 3",FALSE,"1",0
"91",5385939,"X030945452","BR1642 .U5 K37 2011","ALDERMAN","Karl Barth and American evangelicalism /","",2011,"7/14/11","6/26/18",4,6,21,1,"2",FALSE,"1",0
"92",6721921,"X031782979","BR115 .H6 V56 2014","ALDERMAN","God and the gay Christian : the biblical case in support of same-sex relationships /","Vines, Matthew,",2014,"4/20/16","5/7/18",0,5,8,1,"2",TRUE,"1",0
"93",5597351,"X031195154","BR526 .D68 2012","ALDERMAN","Bad religion : how we became a nation of heretics /","Douthat, Ross Gregory,",2012,"4/23/12","4/30/17",0,6,3,1,"2",FALSE,"1",0
"94",6641373,"X031732082","BR115 .H6 W446 2015","ALDERMAN","Reforming Sodom : Protestants and the rise of gay rights /","White, Heather Rachelle,",2015,"11/18/15","5/7/18",1,5,4,1,"2",FALSE,"1",0
"95",6641342,"X031731771","BR520 .G743 2015","ALDERMAN","Inventing a Christian America : the myth of the religious founding /","Green, Steven K. (Steven Keith),",2015,"11/18/15","2/15/18",0,5,12,1,"2",FALSE,"1",0
"96",5557264,"X030948298","BR115 .P7 W56 2012","ALDERMAN","God's right hand : how Jerry Falwell made God a Republican and baptized the American right /","Winters, Michael Sean.",2012,"2/15/12","3/29/17",0,6,2,1,"2",FALSE,"1",0
"97",5295897,"X030815581","BR517 .H54 2011","ALDERMAN","Sacred borders : continuing revelation and canonical restraint in early America /","Holland, David F.",2011,"3/5/11","12/11/17",1,6,3,1,"2",FALSE,"1",0
"98",5395896,"X030811407","BR115 .H6 J67 2011","ALDERMAN","Recruiting young love : how Christians talk about homosexuality /","Jordan, Mark D.",2011,"8/9/11","5/11/17",2,6,7,1,"2",FALSE,"1",0
"99",6710840,"X031595079","BR1644.3 .A45 2011","ALDERMAN","Black fire : one hundred years of African American Pentecostalism /","Alexander, Estrelda,",2011,"3/30/16","8/2/17",1,5,0,1,"2",FALSE,"1",0
"100",4351291,"X004901682","BR65 .A6 E5 2006","ALDERMAN","Confessions /","Augustine,",2006,"2/28/06","4/3/18",5,7,28,1,"2",FALSE,"1",0
"101",5376820,"X030794448","BR128 .A2 S76 2010b","ALDERMAN","Stoicism in early Christianity /","",2010,"7/11/11","5/11/17",1,6,8,1,"2",FALSE,"1",0
"102",5342369,"X030816499","BR515 .F43 2011","ALDERMAN","Was America founded as a Christian nation? : a historical introduction /","Fea, John.",2011,"4/30/11","5/1/17",0,6,0,1,"2",FALSE,"1",0
"103",5525854,"X031188099","BR305.3 .W36 2011","ALDERMAN","The Reformation : towards a new history /","Wandel, Lee Palmer.",2011,"1/12/12","8/21/16",1,6,3,1,"2",FALSE,"1",0
"104",2725580,"X030338441","BR115 .T42 N63 1997","ALDERMAN","The religion of technology : the divinity of man and the spirit of invention /","Noble, David F.",1997,"12/14/07","2/16/17",4,7,12,1,"2",FALSE,"1",0
"105",3722631,"X004523924","BR563 .N4 R236 2001","ALDERMAN","Canaan Land : a religious history of African Americans /","Raboteau, Albert J.",2001,"7/5/01","11/30/17",3,8,12,1,"2",TRUE,"1",0
"106",2512343,"X002742070","BR515 .M35 1995","ALDERMAN","Material Christianity : religion and popular culture in America /","McDannell, Colleen.",1995,"7/1/96","5/14/18",13,9,7,1,"2 4",FALSE,"1",0
"107",6388970,"X031650506","BR1644.5 .U6 E87 2014","ALDERMAN","Latino Pentecostals in America : faith and politics in action /","Espinosa, Gastón,",2014,"9/17/14","9/11/17",1,5,0,1,"2",FALSE,"1",0
"108",4228029,"X004810985","BR331 .E58 2005","ALDERMAN","Martin Luther's basic theological writings /","Luther, Martin,",2005,"3/10/05","4/5/18",4,7,7,1,"2",FALSE,"1",0
"109",4222837,"X004853694","BR45 .B6513 1996 v.6","ALDERMAN","Ethics /","Bonhoeffer, Dietrich,",2005,"1/27/05","4/20/18",4,7,27,1,"2",TRUE,"1",0
"110",2156003,"X002313885","BR115 .E3 W4 1992","ALDERMAN","The Protestant ethic and the spirit of capitalism /","Weber, Max,",1992,"7/1/96","4/6/18",12,9,15,1,"2",FALSE,"1",0
"111",6154424,"X031619371","BR1642 .U5 A44 2013","ALDERMAN","American evangelicals and the 1960s /","",2013,"11/13/13","5/21/18",0,5,6,1,"2",FALSE,"1",0
"112",6230439,"X031601184","BR65 .O59 S34 2009","ALDERMAN","Homilies on Numbers /","Origen.",2009,"3/24/14","4/10/18",1,5,4,1,"2",FALSE,"1",0
"113",4041936,"X004773372","BR129 .B69 2004","ALDERMAN","Border lines : the partition of Judaeo-Christianity /","Boyarin, Daniel.",2004,"7/6/04","7/14/18",4,7,34,1,"2",FALSE,"1",0
"114",5254161,"X030732580","BR520 .K53 2010","ALDERMAN","God of liberty : a religious history of the American Revolution /","Kidd, Thomas S.",2010,"11/20/10","6/21/16",3,6,2,1,"2",FALSE,"1",0
"115",7345311,"X031840809","BR516 .G75 2017","ALDERMAN","Moral combat : how sex divided American Christians and fractured American politics /","Griffith, R. Marie (Ruth Marie),",2017,"1/22/18","5/4/18",0,4,2,1,"2",FALSE,"1",0
"116",3684644,"X004473477","BR563 .N4 A38 2000","ALDERMAN","African Americans and the Bible : sacred texts and social textures /","",2000,"2/8/01","11/29/16",13,8,4,1,"2",FALSE,"1",0
"117",6261228,"X031626947","BR563 .N4 E77 2014","ALDERMAN","Plantation church : how African American religion was born in Caribbean slavery /","Erskine, Noel Leo,",2014,"5/21/14","12/10/16",0,5,4,1,"2",FALSE,"1",0
"118",4891383,"X030595510","BR65 .A64 E5 2003","CLEMONS","Concerning the city of God against the pagans /","Augustine,",2003,"7/16/09","12/25/17",1,6,6,1,"3",FALSE,"1",0
"119",5934720,"X031618464","BR65 .I64 I73 2012","ALDERMAN","Irenaeus : life, scripture, legacy /","",2012,"2/7/13","4/27/18",0,5,3,1,"2",FALSE,"1",0
"120",4232149,"X004767643","BR65 .M412 E5 2003","ALDERMAN","On the cosmic mystery of Jesus Christ : selected writings from St. Maximus the Confessor /","Maximus,",2003,"3/18/05","4/28/17",3,7,7,1,"2",FALSE,"1",0
"121",7021191,"X031761558","BR325 .R76 2017","ALDERMAN","Martin Luther : renegade and prophet /","Roper, Lyndal,",2017,"4/5/17","7/11/18",0,4,15,1,"2",FALSE,"1",0
"122",4385664,"X030120674","BR65 .A6 E5 1943","ALDERMAN","The Confessions of St. Augustine /","Augustine,",1943,"8/3/06","9/8/17",4,8,7,1,"2",FALSE,"1",0
"123",7024467,"X031761758","BR1642 .U5 F565 2017","ALDERMAN","The Evangelicals : the struggle to shape America /","FitzGerald, Frances,",2017,"4/12/17","5/14/18",2,4,4,1,"2",TRUE,"1",0
"124",6146791,"X031618924","BR65 .I64 B44 2013","ALDERMAN","Irenaeus of Lyons : identifying Christianity /","Behr, John",2013,"10/12/13","4/28/17",0,5,2,1,"2",FALSE,"1",0
"125",5824786,"X031617802","BR375 .D844 2012","ALDERMAN","Saints, sacrilege and sedition : religion and conflict in the Tudor Reformations /","Duffy, Eamon.",2012,"11/2/12","4/15/18",1,5,7,1,"2",FALSE,"1",0
"126",5802994,"X030856610","BR1642 .U6 S93 2012","ALDERMAN","Moral minority : the evangelical left in an age of conservatism /","Swartz, David R.",2012,"10/1/12","5/7/18",0,8,4,2,"2",FALSE,"1",0
"127",4718377,"X030257585","BR563 .N4 E9645 2008","ALDERMAN","The burden of Black religion /","Evans, Curtis J. (Curtis Junius)",2008,"5/13/08","2/14/18",1,6,3,1,"2",FALSE,"1",0
"128",3964088,"X004659405","BR65 .A62 R42 2003","ALDERMAN","A reader's companion to Augustine's Confessions /","",2003,"8/26/03","4/18/18",5,7,29,1,"2",TRUE,"1",0
"129",3951334,"X004703680","BR517 .S36 2003","ALDERMAN","The secular revolution : power, interests, and conflict in the secularization of American public life /","",2003,"7/8/03","5/11/18",9,7,13,1,"2 17",FALSE,"1",0
"130",5722164,"X030844572","BR746 .B5 2012","ALDERMAN","Bede's ecclesiastical history of the English people : an introduction and selection /","Bede,",2012,"7/25/12","1/31/18",1,5,1,1,"2",FALSE,"1",0
"131",6188228,"X031626431","BR65 .A9 A825 2014","ALDERMAN","Augustine and apocalyptic /","",2014,"1/21/14","5/12/16",0,5,5,1,"2",FALSE,"1",0
"132",4750583,"X030269222","BR115 .C3 W413 2002","CLEMONS","The Protestant ethic and the spirit of capitalism /","Weber, Max,",2002,"7/30/08","2/5/18",0,6,16,1,"3",FALSE,"1",0
"133",5549639,"X031187610","BR115 .N87 F655 2011","ALDERMAN","Food & faith in Christian culture /","",2011,"2/8/12","5/30/18",0,5,9,1,"2",TRUE,"1",0
"134",5513792,"X031186630","BR1642 .U5 S73 2011","ALDERMAN","The anointed : evangelical truth in a secular age /","Stephens, Randall J.,",2011,"12/14/11","5/26/18",1,7,11,2,"2",FALSE,"1",0
