"","Catalog.Id","Item.Barcode","Item.Call.Number","Item.Library.Code","Catalog.Title","Catalog.Author","Catalog.Pub.Year","Item.Created.Date","Item.Last.Checkout.Date","NumInhouseUses","NumCheckouts","NumRenewals","Duplicates","Bib.Marc.Subfield.Data","MultiVolume","KeepOnGrounds"
"13",3922066,"X004658350","HQ10 .B84 2003","ALDERMAN","Building intimate relationships : bridging treatment, education, and enrichment through the PAIRS program /","",2003,"4/3/03","6/4/09",0,0,0,1,"2",FALSE,0
"14",1143170,"X002267074","HQ10 .C2 1963","ALDERMAN","Ku?umpac cu?ar.","Campantam, Caracu.",1963,"6/29/96","4/25/08",1,0,0,1,"2",FALSE,0
"15",57768,"X001013169","HQ10 .C58 1985","CLEMONS","Sociology of marriage and the family : gender, love, and property /","Collins, Randall,",1985,"6/28/96","4/27/16",6,1,4,1,"3",FALSE,0
"16",6245111,"X031630023","HQ10 .C627 2014","ALDERMAN","The marriage checkup practitioner's guide : promoting lifelong relationship health /","Cordova, James V.,",2014,"4/23/14","4/23/14",0,1,0,1,"2",FALSE,0
"17",527381,"X000495084","HQ10 .C65","ALDERMAN","Joint and family interviews, in the treatment of marital problems.","Couch, Elsbeth Herzstein.",1969,"6/29/96","4/25/08",1,0,0,1,"2",FALSE,0
"18",19541,"X000851052","HQ10 .C675 1984","ALDERMAN","Counseling in marital and sexual problems : a clinician's handbook /","",1984,"6/28/96","4/25/08",1,0,0,1,"2",FALSE,0
"19",1143173,"X002400220","HQ10 .E36 1967","ALDERMAN","Va??uvar v?lttu.","I?añc?ran?, K?vai,",1967,"6/29/96","4/25/08",1,0,0,1,"2",FALSE,0
"20",592830,"X000316834","HQ10 .H37 1962","ALDERMAN","Problems of the family,","Harper, Fowler V. (Fowler Vincent),",1962,"6/29/96","4/25/08",0,0,0,1,"2",FALSE,0
"21",2323640,"X002520691","HQ10 .H39 1994","ALDERMAN","The fundamentals of family mediation /","Haynes, John M.",1994,"7/1/96","4/25/08",0,0,0,1,"2",FALSE,0
"22",3391141,"X001180716","HQ10 .H82 1987","ALDERMAN","Ethical, legal, and professional issues in the practice of marriage and family therapy /","Huber, Charles H.,",1987,"6/29/96","4/25/08",1,0,0,1,"17",FALSE,0
"23",1322320,"X001503915","HQ10 .K35 1984b","ALDERMAN","Man of the triple name.","Keane, John B.,",1984,"6/30/96","4/25/08",0,0,0,1,"2",FALSE,0
"24",1143176,"X001996579","HQ10 .K4 1969","ALDERMAN","Courtship, marriage, and the family","Kelley, Robert K.",1969,"6/29/96","4/25/08",2,0,0,1,"2",FALSE,0
"25",542985,"X000265859","HQ10 .K55 1965","ALDERMAN","Counseling in marital and sexual problems; a physician's handbook,","Klemer, Richard H.",1965,"6/29/96","4/25/08",1,0,0,1,"2",FALSE,0
"26",41551,"X004587753","HQ10 .L44 1985","ALDERMAN","Family mediation practice /","Lemmon, John.",1985,"6/29/01","1/19/12",2,0,1,1,"2 14",FALSE,0
"27",401058,"X000237126","HQ10 .M4413 1964","ALDERMAN","Society and love; ethical problems of family life.","Mehl, Roger.",1964,"6/28/96","4/25/08",0,0,0,1,"2",FALSE,0
"28",2520490,"X002027906","HQ10 .M45 1987","ALDERMAN","Jiao yu yu jia ting /","Mei, Zifang.",1987,"7/1/96","4/27/09",0,0,0,1,"2",FALSE,0
"29",619937,"X000375212","HQ10 .M673","ALDERMAN","The lovebook; what works in a lasting sexual relationship.","Mornell, Pierre.",1974,"6/29/96","6/23/17",3,1,11,1,"2",FALSE,0
"30",488064,"X001328424","HQ10 .M678 1960","ALDERMAN","Premarital counseling, a manual for ministers.","Morris, J. Kenneth.",1960,"6/29/96","3/4/11",0,0,0,1,"2",FALSE,0
"31",191800,"X000559155","HQ10 .O23","ALDERMAN","Marriage counseling in groups /","Ohlsen, Merle M.",1979,"6/28/96","4/25/08",1,0,0,1,"2",FALSE,0
"32",635120,"X000734281","HQ10 .R3","ALDERMAN","Family design; marital sexuality, family size, and contraception.","Rainwater, Lee.",1965,"6/29/96","11/12/13",1,1,0,1,"2 3",FALSE,0
"33",3815798,"X004588006","HQ10 .R46 2002","ALDERMAN","Retrospect and prospect in the psychological study of families /","",2002,"2/19/02","4/25/08",1,0,0,1,"2",FALSE,0
"34",4621906,"X030250880","HQ10 .R64 2008","ALDERMAN","The role of religion in marriage and family counseling /","",2008,"9/4/07","3/4/11",1,0,0,1,"2",FALSE,0
"35",581402,"X000302656","HQ10 .R65 1968","ALDERMAN","The marriage relationship; psychoanalytic perspectives.","Rosenbaum, Salo.",1968,"6/29/96","4/25/08",1,0,0,1,"2",FALSE,0
"36",322991,"X000634787","HQ10 .R84","ALDERMAN","Handbook on home and family living through adult education /","Ruud, Josephine Bartow,",1977,"6/28/96","4/25/08",2,0,0,1,"2",FALSE,0
"37",4230172,"X004726875","HQ10 .S2 1966","ALDERMAN","Be b?t k? b?t.","Cisht?, Sayyidah Nas?m,",1966,"3/8/05","4/25/08",0,0,0,1,"2",FALSE,0
"38",1143179,"X000624041","HQ10 .S38","ALDERMAN","Family life and sex education: curriculum and instruction","Schulz, Esther D.",1969,"6/29/96","6/19/08",2,0,0,1,"2",FALSE,0
"39",592039,"X000474056","HQ10 .S59","ALDERMAN","Nobody said it's easy; a practical guide to feelings and relationships for young people and their parents.","Smith, Sally Liberman.",1965,"6/29/96","4/25/08",1,0,0,1,"2",FALSE,0
"40",593227,"X000559156","HQ10 .S625","ALDERMAN","Introduction to family life and sex education","Somerville, Rose M. (Rose Maurer),",1972,"6/29/96","4/25/08",2,0,0,1,"2",FALSE,0
"41",2699585,"X004157340","HQ10 .S69 1997","ALDERMAN","Premarital and remarital counseling : the professional's handbook /","Stahmann, Robert F.",1997,"7/1/97","3/4/11",0,0,0,1,"2",FALSE,0
"42",240707,"X000559157","HQ10 .S7","ALDERMAN","Premarital counseling /","Stahmann, Robert F.",1980,"6/28/96","4/25/08",1,0,0,1,"2",FALSE,0
"43",713058,"X001216657","HQ10 .S7 1987","ALDERMAN","Premarital counseling : the professional's handbook /","Stahmann, Robert F.",1987,"6/29/96","3/4/11",2,0,0,1,"2",FALSE,0
"44",2511166,"X002755186","HQ10 .S82 1994","ALDERMAN","Counselling for family problems /","Street, Eddy.",1994,"7/1/96","9/11/99",2,0,0,1,"2",FALSE,0
"45",127247,"X000472948","HQ10 .T23","ALDERMAN","La scommessa dei consultori /","Tagliapietra, Giovanni.",1980,"6/28/96","4/25/08",0,0,0,1,"2",FALSE,0
"46",3834494,"X004589259","HQ10 .T28 2002","ALDERMAN","The handbook of family dispute resolution : mediation theory and practice /","Taylor, Alison,",2002,"5/23/02","7/3/12",1,1,0,1,"2",FALSE,0
"47",2525458,"X002777134","HQ10 .T49 1996","ALDERMAN","Marriage counseling handbook : a guide to practice /","Thorman, George.",1996,"7/1/96","9/14/09",1,0,0,1,"2",FALSE,0
"48",376725,"X000607157","HQ10 .T7","ALDERMAN","Treating relationships /","",1976,"6/28/96","4/25/08",0,0,0,1,"2 14",FALSE,0
"49",592478,"X000265860","HQ10 .V53","ALDERMAN","Sexual and marital health: the physician as a consultant","Vincent, Clark E.",1973,"6/29/96","4/25/08",1,0,0,1,"2",TRUE,0
"50",423648,"X000132812","HQ10 .W57 1977","ALDERMAN","People as partners /","Wiseman, Jacqueline P.,",1977,"6/29/96","3/29/11",1,0,0,1,"2 5",FALSE,0
"51",2447398,"X002690124","HQ10.5 .C6 C34 1991","ALDERMAN","Zhongguo cheng shi jia ting : wu cheng shi jia ting diao cha shuang bian liang he san bian liang zi liao hui bian /","",1991,"7/1/96","12/7/17",1,0,0,1,"2",FALSE,0
"52",2491006,"X004029816","HQ10.5 .C6 T35 1995","ALDERMAN","Dang dai Zhongguo cheng shi jia ting yan jiu : qi cheng shi diao cha bao gao he zi liao hui bian /","",1995,"7/1/96","4/25/08",0,0,0,1,"2",FALSE,0
"53",2509294,"X002718226","HQ10.5 .G7 B83 1993","ALDERMAN","Counselling couples /","Bubenzer, Don.",1993,"7/1/96","9/14/09",1,0,0,1,"2",FALSE,0
"54",2094541,"X002125714","HQ10.5 .I4 A24 1988","ALDERMAN","Towards better families : an integrated approach to family life education /","Achhpal, Beena.",1988,"6/30/96","4/20/09",0,0,0,1,"2",FALSE,0
"55",61836,"X000913977","HQ10.5 .I4 F36 1982","ALDERMAN","Family researches in India : some strategies /","",1982,"6/28/96","4/25/08",0,0,0,1,"2",FALSE,0
"56",1231528,"X001364858","HQ10.5 .U6 C87 1985","ALDERMAN","Current controversies in marriage and family /","",1985,"6/30/96","4/25/08",3,0,0,1,"2",FALSE,0
"57",5188536,"X030720136","HQ10.5 .U6 D38 2010","ALDERMAN","More perfect unions : the American search for marital bliss /","Davis, Rebecca L. (Rebecca Louise),",2010,"8/2/10","5/26/18",2,2,10,1,"2",FALSE,0
"58",6232320,"X031627921","HQ10.5 .U6 D69 2014","ALDERMAN","The search for domestic bliss : marriage and family counseling in 20th-century America /","Dowbiggin, Ian Robert,",2014,"4/2/14","1/27/15",0,0,0,1,"2",FALSE,0
"59",2630500,"2630500-2001","HQ10.5 .U6 G47 1994","ALDERMAN","Experiential family counseling : a practitioner's guide to orientation materials, warm-ups, family building initiatives, and review exercises /","Gerstein, Jackie S.",1994,"12/2/96","1/1/00",0,0,0,1,"2",FALSE,0
"60",1930339,"X006032544","HQ10.5 .U6 H84 1991","ALDERMAN","Marriage counseling : an essential guide /","Hughes, Marylou.",1991,"6/30/96","2/21/00",0,0,0,1,"2",FALSE,0
"61",4214613,"X004805157","HQ10.5 .U6 M37 2004","ALDERMAN","The marriage clinic casebook /","",2004,"12/7/04","4/25/08",1,1,4,2,"2",FALSE,0
"62",6942893,"X031762744","HQ10.5 .U6 R36 2017","ALDERMAN","Proposing prosperity? : marriage education policy and inequality in America /","Randles, Jennifer M.,",2017,"1/25/17","2/1/17",0,0,0,1,"2",FALSE,0
"63",7229408,"X031819220","HQ1001 .C43 2017","ALDERMAN","Against marriage : an egalitarian defense of the marriage-free state /","Chambers, Clare,",2017,"9/5/17","1/31/18",0,2,12,1,"2",FALSE,0
"64",1952039,"X002108208","HQ1001 .E43 1992","ALDERMAN","Eherecht und Familiengut in Antike und Mittelalter /","",1992,"6/30/96","6/4/08",2,0,0,1,"2",FALSE,0
"65",6641536,"X031732145","HQ1001 .F73 2015","ALDERMAN","Wedlocked : the perils of marriage equality: how African Americans and Gays mistakenly thought the right to marry would set them free /","Franke, Katherine",2015,"11/18/15","3/13/18",0,2,8,1,"2",FALSE,0
"66",106074,"X001144569","HQ1011 .A7 1985","ALDERMAN","Droit, mentalités et changement social en Provence occidentale : une étude sur les stratégies et la pratique notariale en matière de régime matrimonial de 1785 à 1855 /","Arnaud-Duc, Nicole.",1985,"6/28/96","6/4/08",0,0,0,1,"2",FALSE,0
"67",1140516,"X000458789","HQ1013 .B7 1934","ALDERMAN","The family and the state,","Breckinridge, Sophonisba P. (Sophonisba Preston),",1934,"6/29/96","3/3/11",0,0,0,1,"2",FALSE,0
"68",3184540,"X000528428","HQ1013 .F3 1967","ALDERMAN","Family law in Asia and Africa.","",1968,"6/29/96","6/4/08",0,0,0,1,"17",FALSE,0
"69",2640842,"X006016098","HQ1017 .B46 1996","ALDERMAN","La dot en Inde, un fléau social? : socio-anthropologie du mariage au Maharashtra /","Bénéï, Véronique.",1996,"1/14/97","6/4/08",1,0,0,1,"2",FALSE,0
"70",42268,"X000978686","HQ1017 .D56 1982","ALDERMAN","La dot, la valeur des femmes /","",1982,"6/28/96","6/4/08",2,0,0,1,"2",FALSE,0
"71",4405858,"X030150691","HQ1017 .D69 2005b","ALDERMAN","Dowry & inheritance /","",2005,"10/5/06","11/29/14",1,2,0,1,"2",FALSE,0
"72",5014495,"X030277378","HQ1017 .D69 2009","ALDERMAN","Dowry : bridging the gap between theory and practice /","",2009,"10/5/09","11/29/14",1,2,0,1,"2",FALSE,0
"73",709175,"X001204178","HQ1017 .F35 1985","ALDERMAN","Familles et biens en Grèce et à Chypre /","",1985,"6/29/96","6/4/08",0,0,0,1,"2",FALSE,0
"74",1774609,"X001843605","HQ1017 .G761 1990","ALDERMAN","Burning flesh /","Grover, Kanta,",1990,"6/30/96","2/22/16",3,4,3,1,"2",FALSE,0
"75",1140518,"X001139972","HQ1017 .H6","ALDERMAN","Dowry system in India; a case study","Hooja, S. L.,",1969,"6/29/96","11/29/14",3,1,0,1,"2",FALSE,0
"76",1330681,"X001557487","HQ1017 .K85 1989","ALDERMAN","Brides are not for burning : dowry victims in India /","Ranjana Kumari.",1989,"6/30/96","3/16/16",2,2,0,1,"2",FALSE,0
"77",12256,"X000949148","HQ1017 .M37 1985","ALDERMAN","The Marriage bargain : women and dowries in European history /","",1985,"6/28/96","4/12/18",3,2,3,1,"2",FALSE,0
"78",1893454,"X002034845","HQ1017 .N39 1991","ALDERMAN","Disappearance of the dowry : women, families, and social change in São Paulo, Brazil (1600-1900) /","Nazzari, Muriel,",1991,"6/30/96","1/15/13",5,1,0,1,"2",FALSE,0
"79",712513,"X001209734","HQ1017 .P38 1986","ALDERMAN","Dowry and position of women in India : a study of Delhi metropolis /","Paul, Madan C. (Madan Chandra),",1986,"6/29/96","12/4/10",2,0,0,1,"2",FALSE,0
"80",2962048,"X004350065","HQ1017 .S54 1999","ALDERMAN","The political economy of dowry : institutionalization and expansion in North India /","Sheel, Ranjana.",1999,"11/4/99","11/29/14",2,1,0,1,"2",FALSE,0
"81",2912276,"X006029397","HQ1017 .S68 1998","ALDERMAN","South Asians and the dowry problem /","",1998,"5/17/99","3/31/15",4,1,0,1,"2",FALSE,0
"82",1323240,"X001504322","HQ1017 .S75 1984","ALDERMAN","Some reflections on dowry /","Srinivas, Mysore Narasimhachar.",1984,"6/30/96","11/29/14",3,1,0,1,"2",FALSE,0
"83",2376908,"X002582422","HQ1017 .T45 1993","ALDERMAN","Dowry : a study in attitudes and practices /","Teja, Mohinderjit Kaur,",1993,"7/1/96","11/29/14",2,1,0,1,"2",FALSE,0
"84",3707127,"X004475725","HQ1018 .K37 2001","ALDERMAN","Generation Ex : tales from the second wives club /","Karbo, Karen.",2001,"4/20/01","6/4/08",0,0,0,1,"2 14",FALSE,0
"85",1140519,"X002551145","HQ1018 .S2 H8 1972","ALDERMAN","Le remariage à Rome. Étude d'histoire juridique et sociale.","Humbert, Michel.",1972,"6/29/96","6/4/08",0,0,0,1,"2",FALSE,0
"86",317478,"X000053343","HQ1019 .A35 B6","ALDERMAN","Statut personnel et famille au Maghreb de 1940 a nos jours /","Borrmans, Maurice.",1977,"6/28/96","5/20/13",0,0,0,1,"2",FALSE,0
"87",277318,"X000012872","HQ1019 .A35 S5","ALDERMAN","Primitive marriage and European law, a South African investigation,","Shropshire, Denys William Tinniswood.",1946,"6/28/96","6/4/08",0,0,0,1,"2",FALSE,0
"88",4745109,"X030456053","HQ1019 .C6 H8 1950","ALDERMAN","Hun yin wen ti can kao zi liao hui bian.","",1950,"7/11/08","8/8/08",0,0,0,1,"2",FALSE,0
"89",4743629,"X030409164","HQ1019 .C6 K3","ALDERMAN","Zhong gong xin hun yin fa pi pan /","Gao, Renlan.",1954,"7/3/08","8/8/08",0,0,0,1,"2",FALSE,0
"90",890,"X000886710","HQ1019 .F8 P48 1980","ALDERMAN","Les contrats de mariage à Dijon et dans la campagne bourguignonne : de la fin du XVIIIe siècle au milieu du XIXe siècle /","Petitjean, Michel.",1980,"6/28/96","6/4/08",0,0,0,1,"2",FALSE,0
"91",1140522,"X002056097","HQ1019 .G7 H4 1938","ALDERMAN","The ayes have it.","Herbert, A. P. (Alan Patrick),",1938,"6/29/96","6/4/08",0,0,0,1,"2",FALSE,0
"92",1140523,"X004454804","HQ1019 .G7 M3 1931","ALDERMAN","Social control of sex expression","May, Geoffrey.",1931,"7/20/00","4/21/08",5,0,0,1,"2",FALSE,0
"93",811929,"X000423004","HQ1019 .G8 W6","ALDERMAN","Written and unwritten marriages in Hellenistic and post-classical Roman law,","Wolff, Hans Julius,",1939,"6/29/96","11/10/14",2,1,1,1,"2",FALSE,0
"94",1626117,"X001042267","HQ1019 .I5 1965","ALDERMAN","The Hindu marriage act, Act no. XXV of 1955 /","India.",1965,"6/30/96","7/18/08",0,0,0,1,"2",FALSE,0
"95",1140524,"X001042440","HQ1019 .I5 1966","ALDERMAN","The Hindu marriage act, 1955 (Act no. 25 of 1955) with an exhaustive commentary, explanatory and critical notes, case law, other marriage and divorce acts, High Court rules, table of cases, index, etc.,","India",1966,"6/29/96","6/4/08",0,0,0,1,"2",FALSE,0
"96",764518,"X000827572","HQ1019 .I5 A3","ALDERMAN","Indian law of marriage and divorce,","India",1964,"6/29/96","12/2/08",2,0,0,1,"2",FALSE,0
"97",672831,"X000690021","HQ1019 .I7 M23","ALDERMAN","The pursuit of the heiress : aristocratic marriage in Ireland 1750-1820 /","Malcomson, A. P. W.",1982,"6/29/96","7/9/10",1,0,0,1,"2",FALSE,0
"98",512555,"X000778372","HQ1019 .I8 B4","ALDERMAN","La famiglia nella storia del diritto italiano /","Besta, Enrico,",1962,"6/29/96","6/26/13",0,0,18,1,"2",FALSE,0
"99",3180279,"X001171056","HQ1019 .K4 C6","ALDERMAN","The law of marriage and divorce.","Cotran, Eugene.",1968,"6/29/96","6/4/08",0,0,0,1,"2 17",FALSE,0
"100",7019359,"X031822504","HQ1019 .K6 K5 1958","ALDERMAN","Sin honinb?p y?ngu /","Kim, Chu-su,",1958,"3/29/17","4/3/17",0,0,0,1,"2",FALSE,0
"101",291550,"X000068835","HQ1019 .L37 R5","ALDERMAN","El matrimonio en Indias : realidad social y regulación jurídica /","Rípodas Ardanaz, Daisy.",1977,"6/28/96","1/28/16",0,0,0,1,"2",FALSE,0
"102",2341138,"X002524318","HQ1019 .P8 H42 1977","ALDERMAN","Considerações em torno do livro de Herculano ""Estudos sobre of casamento civil"" /","Pereira, Isaías da Rosa.",1977,"7/1/96","6/4/08",0,0,0,1,"2",FALSE,0
"103",1810897,"X030832949","HQ1019 .R6 W2","ALDERMAN","Ueber ehescheidungen bei den römern : ein rechtsgeschichtlicher versuch /","Wächter, Karl.",1822,"6/30/96","3/3/11",0,0,0,1,"2",FALSE,0
"104",801468,"X000503501","HQ1019 .R8 1933","ALDERMAN","The soviet law on marriage : full text of the code of laws on marriage and divorce, the family, and guardianship.","Soviet Union",1933,"6/29/96","4/18/13",0,1,11,1,"2",FALSE,0
"105",807709,"X001130144","HQ1019 .R8 B4","ALDERMAN","Sovetskoe seme?noe pravo. [Uchevnik dli?a i?urid. in-tov i fak.]","Beli?akova, A. M. (Anna Mikha?lovna)",1974,"6/29/96","6/4/08",0,0,0,1,"2",FALSE,0
"106",795500,"X030377087","HQ1019 .R8 C5","ALDERMAN","Molodezh? i brak : (Zametki i?urista) /","Chechot, D. M. (Dmitri? Mikha?lovich)",1976,"6/29/96","6/4/08",0,0,0,1,"2",FALSE,0
"107",800132,"X001475948","HQ1019 .R8 S4","ALDERMAN","Sbornik normativnykh aktov po seme?nomu pravu /","",1975,"6/29/96","6/4/08",0,0,0,1,"2",FALSE,0
"108",3192652,"X000709650","HQ1019 .R8 S42","ALDERMAN","New Soviet legislation on marriage and the family /","Sedugin, P. I. (Petr Ivanovich)",1973,"6/29/96","12/1/06",0,0,0,1,"2 17",FALSE,0
"109",432095,"X000709651","HQ1019 .S7 G3","ALDERMAN","El vínculo de matrimonio civil en el derecho español. Con una presentación de Amadeo de Fuenmayor Champín.","García Cantero, Gabriel.",1959,"6/29/96","6/4/08",0,0,0,1,"2",FALSE,0
"110",2153054,"X002302392","HQ1019 .S9 N4 1992","ALDERMAN","Marriage and divorce in Swazi law and custom /","Nhlapo, Ronald Thandabantu.",1992,"7/1/96","6/4/08",0,0,0,1,"2 17",FALSE,0
"111",781689,"X001242185","HQ1019 .U6 B47 1987","ALDERMAN","Preparing to remarry /","Berman, Claire.",1987,"6/29/96","6/4/08",0,0,0,2,"2",FALSE,0
"112",1140526,"X001330052","HQ1019 .U6 H3","ALDERMAN","American marriage laws in their social aspects; a digest,","Hall, Fred S. (Fred Smith),",1919,"6/29/96","4/21/08",1,0,0,1,"2",FALSE,0
"113",3195007,"X000448871","HQ1019 .U6 M3 1929","ALDERMAN","Marriage laws and decisions in the United States, a manual,","May, Geoffrey.",1929,"6/29/96","12/3/08",3,0,0,1,"17",FALSE,0
"114",3189475,"X000448942","HQ1019 .U6 R5","ALDERMAN","Marriage and the state, based upon field studies of the present day administration of marriage laws in the United States,","Richmond, Mary Ellen,",1929,"6/29/96","5/20/09",2,0,0,2,"17",FALSE,0
"115",4745459,"X030456077","HQ1019 .U7 W64","ALDERMAN","Medical certification for marriage : an account of the administration of the Wisconsin marriage law as it relates to the venereal diseases /","Hall, Fred S. (Fred Smith),",1925,"7/14/08","8/8/08",1,0,0,1,"2",FALSE,0
"116",563044,"X000966028","HQ1021 .C7","ALDERMAN","L'Église primitive face au divorce, du premier au cinquième siècle.","Crouzel, Henri.",1971,"6/29/96","6/9/14",0,0,0,1,"2",FALSE,0
"117",1681347,"X001940954","HQ1021 .T4 1988","ALDERMAN","Il matrimonio nel cristianesimo preniceno : Ad uxorem ; De exhortatione castitatis ; De monogamia /","Tertullian,",1988,"6/30/96","6/9/08",0,0,0,1,"2",FALSE,0
"118",806654,"X000957240","HQ1024 .D5 1970","ALDERMAN","Das protestantische Eherecht in Deutschland bis zur Mitte des 17.  Jahrhunderts.","Dieterich, Hartwig.",1970,"6/29/96","6/9/08",0,0,0,1,"2",FALSE,0
"119",569647,"X000025650","HQ1024 .N66","ALDERMAN","Power to dissolve; lawyers and marriages in the courts of the Roman Curia","Noonan, John T., (John Thomas),",1972,"6/29/96","6/9/08",2,0,0,1,"2 3 17",FALSE,0
"120",1140529,"X000418284","HQ1024 .S5 1973","ALDERMAN","Marriage today; a commentary on the Code of canon law in the light of Vatican II and the ecumenical age.","Siegle, Bernard Andrew.",1973,"6/29/96","12/18/13",0,1,1,1,"2",FALSE,0
"121",3183257,"X000957276","HQ1024 .S6 1972","ALDERMAN","Papal enforcement of some medieval marriage laws.","Smith, Charles Edward,",1972,"6/29/96","5/9/15",1,1,5,1,"2 17",FALSE,0
"122",2784031,"X004133584","HQ1024 .V37 1998","ALDERMAN","What God has joined together : the annulment crisis in American Catholicism /","Vasoli, Robert H.",1998,"6/5/98","6/9/08",2,0,0,1,"2 14 17",TRUE,0
"123",1140531,"X000442931","HQ1024 .W37","ALDERMAN","Scandal in the assembly: a bill of complaints and a proposal for reform in the matrimonial laws and tribunals of the Roman Catholic Church","West, Morris,",1970,"6/29/96","6/9/08",0,0,0,1,"2",FALSE,0
"124",6221194,"X031626257","HQ1026 .D39 2013","ALDERMAN","Wiltshire marriage patterns, 1754-1914 : geographical mobility, cousin marriage and illegitimacy /","Day, Cathy,",2013,"3/5/14","1/1/00",0,0,0,1,"2",FALSE,0
"125",2281400,"X002428510","HQ1026 .E66 1994","ALDERMAN","Epouser au plus proche : inceste, prohibitions et stratégies matrimoniales autour de la Méditerranée /","",1994,"7/1/96","4/13/09",0,0,0,1,"2",FALSE,0
"126",2421194,"X002621785","HQ1026 .G68 1993","ALDERMAN","Marriage practices in South India : social and biological aspects of consanguineous unions /","Govinda Reddy, P.,",1993,"7/1/96","11/18/10",1,0,0,1,"2",FALSE,0
"127",1737038,"X001808635","HQ1026 .K48 1989","ALDERMAN","Les mariages consanguins à Beyrouth : traditions matrimoniales et santé publique /","Khlat, Myriam.",1989,"6/30/96","6/9/08",1,0,0,1,"2",FALSE,0
"128",5065500,"X030623739","HQ1026 .K87 2009","ALDERMAN","Incest & influence : the private life of bourgeois England /","Kuper, Adam.",2009,"11/19/09","1/26/15",0,1,0,1,"2",FALSE,0
"129",489858,"X000218715","HQ103 .N27 1895","ALDERMAN","The National Purity Congress : its papers, addresses, portraits /","National Purity Congress",1976,"6/29/96","4/15/09",4,0,0,1,"2",FALSE,0
"130",1353522,"X001601816","HQ103 .V56 1989","ALDERMAN","A Vindication of the rights of whores /","",1989,"6/30/96","4/3/17",5,3,7,1,"2 14",TRUE,0
"131",6714903,"X031731052","HQ1031 .A325 2016","ALDERMAN","Sanctioning matrimony : western expansion and interethnic marriage in the Arizona borderlands /","Acosta, Sal,",2016,"4/13/16","4/17/16",0,0,0,1,"2",FALSE,0
"132",333560,"X000044862","HQ1031 .A34","ALDERMAN","Adjustment in intercultural marriage /","",1977,"6/28/96","10/18/10",5,0,0,1,"2",FALSE,0
"133",6444634,"X031671369","HQ1031 .A57 2014","ALDERMAN","Inter-religion marriage in Indian society : issues and challenges /","Ansari, Arvinder A.,",2014,"1/12/15","1/1/00",1,0,0,1,"2",FALSE,0
"134",653889,"X001325679","HQ1031 .B32 1982","ALDERMAN","Inter-religious marriages /","Bambawale, Usha.",1982,"6/29/96","12/18/13",3,1,2,1,"2",FALSE,0
"135",6512906,"X031672379","HQ1031 .B345 2015","ALDERMAN","Conquerors, brides, and concubines : interfaith relations and social power in medieval Iberia /","Barton, Simon,",2015,"3/3/15","5/11/17",0,2,1,1,"2",FALSE,0
