Catalog Id,Bib Marc Subfield Data,Item Library Code,Item Collection,Item Call Number,Catalog Pub Year,Catalog Title,Catalog Author,Item Barcode,Item Type,Item Created Date,Item Last Checkout Date,Item Status,Item Lifetime Checkout,Item Lifetime Renewals,Item Lifetime Inhouse Uses,Number of Items
4877784,2,ALDERMAN,STACKS,DA1 .G66 2009,2009,"Sentimental masculinity and the rise of history, 1790-1890 /","Goode, Mike.",X030276841,BOOK,5/18/09,12/8/17,STACKS,3,2,0,1
312523,2,ALDERMAN,STACKS,DA1 .G75 1974 v.1,1974,Historical writing in England /,"Gransden, Antonia.",X000025400,BOOK,6/28/96,8/31/16,STACKS,1,16,7,1
312523,2,ALDERMAN,STACKS,DA1 .G75 1974 v.2,1974,Historical writing in England /,"Gransden, Antonia.",X000401882,BOOK,6/28/96,3/27/18,CHECKEDOUT,5,3,4,1
1335948,2,ALDERMAN,STACKS,DA1 .G84 1985,1985,A guide to local studies in East Yorkshire /,,X001501460,BOOK,6/30/96,6/11/08,STACKS,0,0,0,1
1868641,2,ALDERMAN,STACKS,DA1 .G95 1992,1992,"English local studies handbook : a guide to resources for each county including libraries, record offices, societies, journals, and museums /","Guy, Susanna.",X002141554,BOOK,6/30/96,5/14/13,STACKS,1,1,1,1
941388,2,ALDERMAN,STACKS,DA1 .H28 1964,1964,"The evolution of British historiography,","Hale, J. R. (John Rigby),",X000091323,BOOK,6/29/96,6/11/08,STACKS,0,0,1,1
941388,2,ALDERMAN,STACKS,DA1 .H28 1964,1964,"The evolution of British historiography,","Hale, J. R. (John Rigby),",X000493646,BOOK,6/29/96,5/21/05,STACKS,0,0,1,1
1345799,2 3,ALDERMAN,STACKS,DA1 .H33 1966,1966,The vision of history in early Britain: from Gildas to Geoffrey of Monmouth,"Hanning, Robert W.",X000091347,BOOK,6/30/96,4/21/14,STACKS,0,19,2,1
1345799,2 3,CLEMONS,BY-REQUEST,DA1 .H33 1966,1966,The vision of history in early Britain: from Gildas to Geoffrey of Monmouth,"Hanning, Robert W.",X000155852,BOOK,6/30/96,12/2/11,BY-REQUEST,0,0,2,1
456319,2,ALDERMAN,STACKS,DA1 .H4,1971,Hedges and local history.,,X000085359,BOOK,6/29/96,6/11/08,STACKS,0,0,0,1
2634775,2,ALDERMAN,STACKS,DA1 .H53 1996,1996,Neoclassical history and English culture : from Clarendon to Hume /,"Hicks, Philip Stephen,",X004045619,BOOK,12/9/96,1/9/11,STACKS,0,0,0,1
1379604,2,ALDERMAN,STACKS,DA1 .H56 1988b,1988,Maps for local history /,"Hindle, Brian Paul.",X001633220,BOOK,6/30/96,12/6/12,STACKS,0,0,1,1
6443834,2,ALDERMAN,STACKS,DA1 .H564 2014,2014,"Historical writing in Britain, 1688-1830 : visions of history /",,X031653490,BOOK,1/26/15,1/1/00,STACKS,0,0,0,1
4021704,2,ALDERMAN,STACKS,DA1 .H565 2004,2004,"History, nationhood, and the question of Britain /",,X004744394,BOOK,4/13/04,5/20/13,STACKS,1,0,1,1
1894151,2,ALDERMAN,STACKS,DA1 .H57 1991,1991,"History workshop : a collectanea, 1967-1991 : documents, memoirs, critique and cumulative index to History workshop journal /",,X002048304,BOOK,6/30/96,12/7/12,STACKS,1,0,1,1
941389,2,ALDERMAN,STACKS,DA1 .H59 1967,1967,Fieldwork in local history,"Hoskins, W. G. (William George),",X000091346,BOOK,6/29/96,6/11/08,STACKS,0,0,0,1
141298,2,ALDERMAN,STACKS,DA1 .H59 1982,1982,Fieldwork in local history /,"Hoskins, W. G. (William George),",X000369420,BOOK,6/28/96,5/14/13,STACKS,1,1,1,1
941390,2,ALDERMAN,STACKS,DA1 .H6 1959,1959,Local history in England.,"Hoskins, W. G. (William George),",X000091345,BOOK,6/29/96,6/11/08,STACKS,0,0,1,1
941391,2,ALDERMAN,STACKS,DA1 .H6 1972,1972,"Local history in England,","Hoskins, W. G. (William George),",X000091344,BOOK,6/29/96,6/11/08,STACKS,0,0,1,1
31719,2,ALDERMAN,STACKS,DA1 .H6 1984,1984,Local history in England /,"Hoskins, W. G. (William George),",X000865454,BOOK,6/28/96,5/14/13,STACKS,1,1,1,1
312629,2,ALDERMAN,STACKS,DA1 .H9,1977,The early Celtic idea of history and the modern historian : an inauguaral lecture /,"Hughes, Kathleen.",X000698348,BOOK,6/28/96,6/11/08,STACKS,0,0,2,1
2813090,2,ALDERMAN,STACKS,DA1 .I43 1998,1998,Imagining nations /,,X006048480,BOOK,7/15/98,5/14/18,STACKS,2,16,5,1
5865012,2,ALDERMAN,STACKS,DA1 .J3,1947,L'Angleterre jugée par les français du XVIIe siècle /,"Jacquart, Jean.",X030851004,BOOK,12/20/12,1/1/00,STACKS,0,0,0,1
3945645,2,ALDERMAN,STACKS,DA1 .J76 2003,2003,The English nation : the great myth /,"Jones, Edwin.",X004690921,BOOK,6/9/03,8/2/17,STACKS,3,15,5,1
941392,2,ALDERMAN,STACKS,DA1 .K4 1950,1950,British antiquity.,"Kendrick, T. D. (Thomas Downing)",X000091342,BOOK,6/29/96,6/11/08,STACKS,0,0,5,1
649940,2,ALDERMAN,STACKS,DA1 .K43 1983,1983,The history men : the historical profession in England since the renaissance /,"Kenyon, J. P. (John Philipps),",X000628122,BOOK,6/29/96,5/22/18,STACKS,2,10,2,1
688637,2,ALDERMAN,STACKS,DA1 .L47 1987,1987,Humanism and history : origins of modern English historiography /,"Levine, Joseph M.,",X001157976,BOOK,6/29/96,6/5/12,CHECKEDOUT,0,1,4,1
86476,2,ALDERMAN,STACKS,DA1 .L48 1986,1986,"The amateur and the professional : antiquarians, historians, and archaeologists in Victorian England, 1838-1886 /","Levine, Philippa.",X001079583,BOOK,6/28/96,6/8/15,STACKS,2,0,1,1
1362032,2,ALDERMAN,STACKS,DA1 .L49 1989b,1989,Particular places : an introduction to English local history /,"Lewis, Christopher.",X001594861,BOOK,6/30/96,6/11/08,STACKS,0,0,0,1
3585555,2,ALDERMAN,STACKS,DA1 .L66 2000,2000,"British women writers and the writing of history, 1670-1820 /","Looser, Devoney,",X004214852,BOOK,11/28/00,6/11/08,STACKS,0,0,1,1
2664483,2,ALDERMAN,STACKS,DA1 .M27 1997,1997,The tyranny of the discrete : a discussion of the problems of local history in England /,"Marshall, J. D. (John Duncan)",X004054658,BOOK,3/13/97,6/11/08,STACKS,0,0,0,1
941393,2,ALDERMAN,STACKS,DA1 .M3,1971,Medieval history in the Tudor age.,"McKisack, May.",X000337498,BOOK,6/29/96,4/12/13,STACKS,1,17,3,1
3898045,2,ALDERMAN,STACKS,DA1 .M36 2002,2002,History and national life /,"Mandler, Peter.",X004660908,BOOK,1/13/03,5/14/18,STACKS,2,7,3,1
4381577,2,ALDERMAN,STACKS,DA1 .M45 2006,2006,"The culture of history : English uses of the past, 1800-1953 /","Melman, Billie.",X004836718,BOOK,7/20/06,11/9/17,STACKS,3,10,1,1
1615494,2,ALDERMAN,STACKS,DA1 .M46 1989,1989,"'Speculum Britanniae' : regional study, antiquarianism, and science in Britain to 1700 /","Mendyk, Stanley G.",X001639291,BOOK,6/30/96,2/22/18,CHECKEDOUT,5,2,0,1
941394,2,ALDERMAN,STACKS,DA1 .M5,1965,"Milton and Clarendon; two papers on 17th century English historiography presented at a seminar held at the Clark Library on December 12, 1964,",,X000416961,BOOK,6/29/96,8/23/11,STACKS,0,0,0,1
3557352,2,ALDERMAN,STACKS,DA1 .M58 2000,2000,"Picturing the past : English history in text and image, 1830-1870 /","Mitchell, Rosemary.",X004435679,BOOK,8/15/00,5/14/18,STACKS,1,16,4,1
2888839,3,CLEMONS,BY-REQUEST,DA1 .M87 1998,1998,British history 1660-1832 : national identity and local culture /,"Murdoch, Alexander.",X004266506,BOOK,3/8/99,11/22/11,BY-REQUEST,0,0,0,1
130351,2,ALDERMAN,STACKS,DA1 .N63 1830,1830,"Observations on the state of historical literature, and on the Society of antiquaries, and other institutions for its advancement in England; with remarks on record offices, and on the proceedings of the Record commission. Addressed to the secretary of state for the Home department.","Nicolas, Nicholas Harris,",X000091341,BOOK,6/28/96,9/11/11,STACKS,0,0,0,1
3505784,2,ALDERMAN,STACKS,DA1 .P37 2000,2000,The English idea of history from Coleridge to Collingwood /,"Parker, Christopher,",X004412867,BOOK,2/16/00,5/14/18,STACKS,1,22,2,1
3926315,2,ALDERMAN,STACKS,DA1 .P38 2002,2002,Nobody's perfect : a new Whig interpretation of history /,"Patterson, Annabel M.",X004661761,BOOK,3/25/03,8/31/17,CHECKEDOUT,1,0,2,1
3540077,2,ALDERMAN,STACKS,DA1 .P53 2000,2000,"Society and sentiment : genres of historical writing in Britain, 1740-1820 /","Phillips, Mark,",X004410041,BOOK,6/6/00,2/21/17,STACKS,1,0,1,1
1225069,2,ALDERMAN,STACKS,DA1 .P54 1987,1987,Re-thinking English local history /,"Phythian-Adams, Charles.",X001466173,BOOK,6/30/96,6/11/08,STACKS,0,0,2,1
1621423,2,ALDERMAN,STACKS,DA1 .P68 1989b,1989,"The diary of Peter Pownall : a Bramhall farmer, 1765-1858 : an introduction to local history /","Pownall, Peter,",X001682586,BOOK,6/30/96,6/11/08,STACKS,0,0,0,1
1774480,2,ALDERMAN,STACKS,DA1 .R39 1990,1990,Recent historians of Great Britain : essays on the post-1945 generation /,,X001858681,BOOK,6/30/96,11/24/09,STACKS,0,0,0,1
116892,2,ALDERMAN,STACKS,DA1 .R4 1984,1984,Recent views on British history : essays on historical writing since 1966 /,,X000789052,BOOK,6/28/96,9/2/13,STACKS,1,4,1,1
17756,2,ALDERMAN,STACKS,DA1 .R56 1983,1983,Local history : a handbook for beginners /,"Riden, Philip.",X000741379,BOOK,6/28/96,6/11/08,STACKS,0,0,1,1
699467,2,ALDERMAN,STACKS,DA1 .R57 1987b,1987,Record sources for local history /,"Riden, Philip,",X001186248,BOOK,6/29/96,6/11/08,STACKS,0,0,1,1
409969,2,ALDERMAN,STACKS,DA1 .R65 1977,1977,Approaches to local history /,"Rogers, Alan,",X000059526,BOOK,6/28/96,6/11/08,STACKS,0,0,0,1
2314243,2,ALDERMAN,STACKS,DA1 .S35 1994 v.1,1994,Theatres of memory /,"Samuel, Raphael.",X002560099,BOOK,7/1/96,5/4/13,STACKS,0,0,5,1
2314243,2,ALDERMAN,STACKS,DA1 .S35 1994 v.1,1994,Theatres of memory /,"Samuel, Raphael.",X004774692,BOOK,6/23/04,5/29/18,STACKS,6,4,3,1
2314243,2,ALDERMAN,STACKS,DA1 .S35 1994 v.2,1994,Theatres of memory /,"Samuel, Raphael.",X004187207,BOOK,6/26/98,5/18/16,STACKS,2,0,8,1
2096798,2,ALDERMAN,STACKS,DA1 .S63 1993,1993,"Societies, cultures, and kinship, 1580-1850 : cultural provinces and English local history /",,X002227772,BOOK,6/30/96,6/11/08,STACKS,0,0,1,1
2616908,2,ALDERMAN,STACKS,DA1 .S63 1996,1996,"Societies, cultures, and kinship, 1580-1850 : cultural provinces and English local history /",,X006075388,BOOK,1/13/97,9/26/00,STACKS,0,0,0,1
2534948,2,ALDERMAN,STACKS,DA1 .U57 1995,1995,Uniting the Kingdom? : the making of British history /,,X002778325,BOOK,7/1/96,4/25/17,STACKS,2,8,6,1
4455275,2,ALDERMAN,STACKS,DA1 .U84 2006,2006,The uses of history in early modern England /,,X030111102,BOOK,1/16/07,5/10/17,STACKS,2,1,3,1
4373309,2,ALDERMAN,STACKS,DA1 .W43 2006,2006,The debate on the rise of the British empire /,"Webster, Anthony.",X004836508,BOOK,6/14/06,5/14/18,STACKS,1,16,0,1
941396,2,ALDERMAN,REFERENCE,DA1 .W45 1962,1962,Village records.,"West, John,",X001198377,REFERENCE,6/29/96,1/1/00,REFERENCE,0,0,0,1
2626244,2,ALDERMAN,STACKS,DA1 .W54 1996,1996,Researching local history : the human journey /,"Williams, Michael A. (Michael Arnold),",X004055017,BOOK,11/6/96,2/10/17,STACKS,0,0,0,1
459452,2 3,ALDERMAN,STACKS,DA1 .W55 1966,1966,"The historiography of the British Empire-Commonwealth; trends, interpretations and resources,","Winks, Robin W.",X000091339,BOOK,6/29/96,1/1/00,STACKS,0,0,4,1
3699164,2,ALDERMAN,STACKS,DA1 .W665 2000,2000,Reading history in early modern England /,"Woolf, D. R. (Daniel R.)",X004473928,BOOK,3/13/01,2/25/17,STACKS,2,1,3,1
434725,2,ALDERMAN,STACKS,DA10 .B7 1953 v.2,1953,Canada; a story of challenge.,"Careless, J. M. S. (James Maurice Stockford),",X000761425,BOOK,6/29/96,6/11/08,STACKS,0,0,0,1
434725,2,ALDERMAN,STACKS,DA10 .B7 1953 v.2,1953,Canada; a story of challenge.,"Careless, J. M. S. (James Maurice Stockford),",X001096537,BOOK,6/11/08,6/11/08,STACKS,0,0,0,1
626832,2,ALDERMAN,STACKS,DA10 .B7 1957 v.8,1957,Pakistan; the development of its laws and constitution.,"Gledhill, Alan.",X001096538,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1
5097535,2,ALDERMAN,STACKS,DA10 .J58 v.10 no.1 2003,2003,"Fictions of memory : with contributions on canon making, constructions of history, the rhetoric of collective memory, museum culture, as well as memory and identity /",,X030719771,BOOK,2/25/10,4/12/18,STACKS,1,7,1,1
4223802,2,ALDERMAN,STACKS,DA10.5 .D44 2004,2004,John Dee : the limits of the British Empire /,"Dee, John,",X004804742,BOOK,2/2/05,3/28/18,STACKS,1,39,2,1
4226889,2,ALDERMAN,STACKS,DA10.5 .F43 2005,2005,Postcolonial cultures /,"Featherstone, Simon,",X004839702,BOOK,2/17/05,8/5/17,STACKS,2,0,2,1
1615140,2,ALDERMAN,STACKS,DA10.5 .F7 1988,1988,Black people in the British Empire : an introduction /,"Fryer, Peter.",X001636085,BOOK,6/30/96,8/5/17,STACKS,1,0,2,1
3836669,2,ALDERMAN,STACKS,DA10.5 .M39 2001,2001,A guide to the contemporary Commonwealth /,"McIntyre, W. David (William David),",X004586675,BOOK,5/14/02,6/11/08,STACKS,0,0,1,1
713600,2,ALDERMAN,STACKS,DA10.5 .P63 1986,1986,East and West of Suez : the retreat from empire /,"Pocock, Tom.",X001059420,BOOK,6/29/96,3/2/10,STACKS,0,0,1,1
92323,2,ALDERMAN,STACKS,DA10.5 .S78 1985,1985,Studies in British imperial history : essays in honour of A.P. Thornton /,,X001064189,BOOK,6/28/96,6/11/08,STACKS,0,0,2,1
1832474,2,ALDERMAN,STACKS,DA10.5 .T72 1990,1990,Transfer and transformation : professional institutions in the Commonwealth.,,X002125826,BOOK,6/30/96,6/11/08,STACKS,0,0,0,1
472722,2,ALDERMAN,STACKS,DA100 .G87 1783 V.1,1783,"The antiquities of England and Wales: being a collection of views of the most remarkable ruins and antient buildings, accurately drawn on the spot. To each view is added an historical account of its situation, when and by whom bult, with every interesting circumstance relating thereto.","Grose, Francis,",X000234294,BOOK,6/29/96,6/2/97,STACKS,0,0,3,1
472722,2,ALDERMAN,STACKS,DA100 .G87 1783 V.2-3,1783,"The antiquities of England and Wales: being a collection of views of the most remarkable ruins and antient buildings, accurately drawn on the spot. To each view is added an historical account of its situation, when and by whom bult, with every interesting circumstance relating thereto.","Grose, Francis,",X000234293,BOOK,6/29/96,6/2/97,STACKS,0,0,3,1
7480412,2,ALDERMAN,STACKS,DA100 .S88 1817,1817,Antiquarian and topographical researches of several of the most interesting objects of curiosity in great britain : embellished with fifty choice cabinet engravings and descriptive letter-press to each subject,,X032326391,BOOK,4/9/18,4/17/18,STACKS,0,0,0,1
574358,2,ALDERMAN,STACKS,DA11 .B75 1929,1929,The British isles; a guide for overseas visitors.,Ed. J. Burrow & Co.,X001096539,BOOK,6/29/96,6/11/08,STACKS,0,0,2,1
936494,2,ALDERMAN,STACKS,DA11 .D57 1869,1869,Greater Britain: a record of travel in English-speaking countries during 1866 and 1867.,"Dilke, Charles Wentworth,",X000092075,BOOK,6/29/96,8/21/12,STACKS,1,0,0,1
765782,2,ALDERMAN,STACKS,DA11 .D57 1885,1890,"Greater Britain: a record of travel in English-speaking countries. With additional chapters on English influence in Japan and China, and on Hong Kong and the Straits settlements.","Dilke, Charles Wentworth,",X001277995,BOOK,6/29/96,3/4/18,STACKS,1,1,2,1
1340265,2,ALDERMAN,STACKS,DA11 .F11,1987,Africa : the British Empire from photographs /,"Fabb, John.",X001519047,BOOK,6/30/96,6/11/08,STACKS,0,0,0,1
1971090,2,ALDERMAN,STACKS,DA11 .H37 1992,1992,Dominions diary : the letters of E.J. Harding /,"Harding, E. J. (Edward John),",X002163799,BOOK,6/30/96,6/11/08,STACKS,0,0,1,1
936496,2,ALDERMAN,STACKS,DA11 .H4 1914 v.3,1914,The Oxford survey of the British empire ...,"Herbertson, A. J. (Andrew John),",X001862808,BOOK,6/29/96,3/16/05,STACKS,0,0,0,1
1308960,2,ALDERMAN,STACKS,DA11 .L6 1894,1894,"The official guide to the London and north western railway : the royal mail west coast route between England, Scotland, Wales, and Ireland : also between the continents of Europe and America.",London and North-Western Railway.,X030445604,BOOK,6/30/96,6/11/08,STACKS,0,0,0,1
204400,2,ALDERMAN,STACKS,DA11 .M67 1954,1954,Royal tour picture album /,"Morton, Elizabeth",X001096541,BOOK,6/28/96,6/11/08,STACKS,0,0,0,1
936500,2,ALDERMAN,STACKS,DA11 .W16 1968,1968,The collected works of Edward Gibbon Wakefield;,"Wakefield, Edward Gibbon,",X000240263,BOOK,6/29/96,12/10/10,STACKS,0,0,1,1
78816,2,ALDERMAN,STACKS,DA11 .W63 1985,1985,The sun never sets : travels to the remaining outposts of the British Empire /,"Winchester, Simon.",X001080192,BOOK,6/28/96,9/6/16,STACKS,3,0,1,1
2022329,2,ALDERMAN,STACKS,DA110 .A2 1857,1857,"Vernon, or, Conversations about old times in England.","Abbott, Jacob,",X001423459,BOOK,6/30/96,2/2/18,STACKS,1,6,0,1
3891160,2,ALDERMAN,STACKS,DA110 .A26 2002,2002,Albion : the origins of the English imagination /,"Ackroyd, Peter,",X004622489,BOOK,10/16/02,4/30/18,CHECKEDOUT,1,6,4,1
3976664,3,CLEMONS,BY-REQUEST,DA110 .A26 2003,2003,Albion : the origins of the English imagination /,"Ackroyd, Peter,",X004684306,BOOK,10/22/03,5/7/18,CHECKEDOUT,1,4,2,1
4594409,2 3,ALDERMAN,STACKS,DA110 .A44 2007,2007,Medievalism : the Middle Ages in modern England /,"Alexander, Michael,",X030103531,BOOK,5/29/07,8/10/15,STACKS,2,18,1,1
4594409,2 3,CLEMONS,BY-REQUEST,DA110 .A44 2007,2007,Medievalism : the Middle Ages in modern England /,"Alexander, Michael,",X030103684,BOOK,5/29/07,1/7/09,BY-REQUEST,0,0,0,1
937511,2,ALDERMAN,STACKS,DA110 .A54 1968,1968,England in the days of old.,"Andrews, William,",X002015559,BOOK,6/29/96,1/1/00,STACKS,0,0,1,1
626710,2,ALDERMAN,STACKS,DA110 .B26 1974,1974,Folklore and customs of rural England.,"Baker, Margaret,",X000288145,BOOK,6/29/96,5/21/05,STACKS,0,0,2,1
937512,2,ALDERMAN,STACKS,DA110 .B3 1923,1908,The babees' book:,"Furnivall, Frederick James,",X000313658,BOOK,6/29/96,3/4/02,STACKS,0,0,1,1
5008776,2,ALDERMAN,STACKS,DA110 .B425 2009,2009,Being British : the search for the values that bind the nation /,,X030277324,BOOK,9/22/09,1/28/11,STACKS,0,0,1,1
2309897,2,ALDERMAN,STACKS,DA110 .B65 1994b,1994,Convergence or divergence : Britain and the Continent /,"Black, Jeremy,",X002491967,BOOK,7/1/96,10/26/98,STACKS,0,0,0,1
469739,2,ALDERMAN,STACKS,DA110 .B82 1813 v.1,1813,"Observations on popular antiquities: chiefly illustrating the origin of our vulgar customs, ceremonies, and supersititions.","Brand, John,",X001096716,BOOK,6/29/96,10/26/17,STACKS,0,0,0,1
469739,2,ALDERMAN,STACKS,DA110 .B82 1813 v.2,1813,"Observations on popular antiquities: chiefly illustrating the origin of our vulgar customs, ceremonies, and supersititions.","Brand, John,",X002742998,BOOK,6/29/96,3/16/09,STACKS,0,0,0,1
937514,2,ALDERMAN,STACKS,DA110 .B82 1849 V.1,1849,"Observations on the popular antiquities of Great Britain: chiefly illustrating the origin of our vulgar and provincial customs, ceremonies, and superstitions.","Brand, John,",X000238656,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1
937514,2,ALDERMAN,STACKS,DA110 .B82 1849 V.2,1849,"Observations on the popular antiquities of Great Britain: chiefly illustrating the origin of our vulgar and provincial customs, ceremonies, and superstitions.","Brand, John,",X001171434,BOOK,6/29/96,6/30/16,STACKS,1,0,0,1
