Catalog Id,Bib Marc Subfield Data,Item Library Code,Item Collection,Item Call Number,Catalog Pub Year,Catalog Title,Catalog Author,Item Barcode,Item Type,Item Created Date,Item Last Checkout Date,Item Status,Item Lifetime Checkout,Item Lifetime Renewals,Item Lifetime Inhouse Uses,Number of Items,Item Legacy Total Charges
2381028,2,ALDERMAN,STACKS,HM101 .A442 1994,1994,Adorno:  the stars come down to Earth and other essays on the irrational in culture /,"Adorno, Theodor W.,",X002575238,BOOK,7/1/96,11/1/17,STACKS,2,2,7,1,65
125927,2 3,ALDERMAN,STACKS,HM101 .A45 1976,1976,Prismen : Kulturkritik und Gesellschaft /,"Adorno, Theodor W.,",X000418432,BOOK,6/28/96,8/15/18,STACKS,3,10,0,1,17
125927,2 3,CLEMONS,BY-REQUEST,HM101 .A45 1976,1976,Prismen : Kulturkritik und Gesellschaft /,"Adorno, Theodor W.,",X000418431,BOOK,6/28/96,7/23/15,BY-REQUEST,1,13,0,1,19
604601,2,ALDERMAN,STACKS,HM101 .A4513 1967,1967,Prisms.,"Adorno, Theodor W.,",X000307399,BOOK,6/29/96,11/4/15,STACKS,4,1,4,1,94
2972587,3,CLEMONS,BY-REQUEST,HM101 .A4513 1967,1997,Prisms /,"Adorno, Theodor W.,",X004406203,BOOK,12/6/99,7/18/17,CHECKEDOUT,2,7,0,1,31
180502,3,CLEMONS,BY-REQUEST,HM101 .A4513 1981,1981,Prisms /,"Adorno, Theodor W.,",X000349408,BOOK,6/28/96,4/16/18,BY-REQUEST,2,3,3,1,46
180502,3,CLEMONS,BY-REQUEST,HM101 .A4513 1981,1981,Prisms /,"Adorno, Theodor W.,",X000354910,BOOK,6/28/96,5/18/10,BY-REQUEST,0,0,2,1,72
2014458,2,ALDERMAN,STACKS,HM101 .A452 1992,1992,Cultural studies as critical theory /,"Agger, Ben.",X002157996,BOOK,6/30/96,3/14/16,STACKS,1,0,5,1,25
202478,2,ALDERMAN,STACKS,HM101 .A455,1979,Ideología y cultura /,"Agosti, Héctor Pablo.",X000336990,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,1
2146133,2,ALDERMAN,STACKS,HM101 .A54 1992,1992,Culture and development : cultural patterns in areas of uneven development /,"Alexander, Kanjirathara Chandy,",X002286575,BOOK,7/1/96,4/2/07,STACKS,0,0,0,1,4
1380329,2,ALDERMAN,STACKS,HM101 .A56 1982,1982,madkhal na?ar? / al-Taghy?r al-ijtim??? wa-al-tanmiyah :,"?Al?, ?aydar Ibr?h?m.",X001632953,BOOK,6/30/96,9/7/09,STACKS,0,0,0,1,0
1789638,2,ALDERMAN,STACKS,HM101 .A565 1987,1987,"Alle cultuur is streven : de verzamelde Huizingen-lezinge, 1972-1986 /",,X001314086,BOOK,6/30/96,9/7/09,STACKS,0,0,0,1,0
2841377,2,ALDERMAN,STACKS,HM101 .A565 1998,1998,moving the postmodern critique forward / The meaning of culture :,"Allan, Kenneth,",X004200909,BOOK,10/12/98,6/4/15,STACKS,1,12,2,1,24
1751225,2,ALDERMAN,STACKS,HM101 .A577 1986,1986,Alternativen /,,X031942001,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,0
2679864,2,ALDERMAN,STACKS,HM101 .A644 1996,1996,Modernity at large : cultural dimensions of globalization /,"Appadurai, Arjun,",X004189660,BOOK,5/28/98,10/1/18,CHECKEDOUT,16,8,23,1,97
2679864,2,ALDERMAN,STACKS,HM101 .A644 1996,1996,Modernity at large : cultural dimensions of globalization /,"Appadurai, Arjun,",X004733992,BOOK,11/14/03,4/24/18,CHECKEDOUT,18,17,6,1,111
533389,2,ALDERMAN,STACKS,HM101 .A645,1970,Theories of social change,"Appelbaum, Richard P.",X000547646,BOOK,6/29/96,3/21/07,STACKS,0,0,1,1,1
416165,2,ALDERMAN,STACKS,HM101 .A646,1976,Approaches to popular culture /,,X000364689,BOOK,6/28/96,2/9/99,STACKS,0,0,1,1,23
185584,2,ALDERMAN,STACKS,HM101 .A646 1982,1982,Education and power /,"Apple, Michael W.",X000668808,BOOK,6/28/96,5/7/11,STACKS,0,0,0,1,18
1247635,2,ALDERMAN,STACKS,HM101 .A654 1988,1988,the place of culture in social theory / Culture and agency :,"Archer, Margaret Scotford.",X001360385,BOOK,6/30/96,10/2/13,STACKS,2,0,0,1,22
2639418,2,ALDERMAN,STACKS,HM101 .A654 1996,1996,Culture and agency : the place of culture in social theory /,"Archer, Margaret Scotford.",X004068644,BOOK,1/7/97,8/18/15,STACKS,1,1,1,1,15
555087,2,ALDERMAN,STACKS,HM101 .A656 1966,1967,"Today's changing society, a challenge to individual identity; a report.",Arden House Conference on Today's Changing Society--A Challenge to Individual Identity,X000547648,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
610613,2,ALDERMAN,STACKS,HM101 .A67,1964,"a manual for Americans overseas, Introducing social change;","Arensberg, Conrad M. (Conrad Maynadier),",X000496865,BOOK,6/29/96,5/1/00,STACKS,0,0,1,1,1
610613,2,ALDERMAN,STACKS,HM101 .A67 1964b,1964,"a manual for Americans overseas, Introducing social change;","Arensberg, Conrad M. (Conrad Maynadier),",X002241228,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,1
1274809,2,ALDERMAN,STACKS,HM101 .A67 1971,1971,a manual for community development Introducing social change;,"Arensberg, Conrad M. (Conrad Maynadier),",X000031426,BOOK,6/30/96,2/2/04,STACKS,0,0,0,1,3
2079653,2,ALDERMAN,STACKS,HM101 .A68 1992,1992,El cansancio de Occidente : una conversacion /,"Argullol, Rafael,",X002229626,BOOK,6/30/96,9/7/09,STACKS,0,0,0,1,1
710443,2,ALDERMAN,STACKS,HM101 .A712 1986,1986,"essai sur la dialectique de la modernité / Les Désillusions du progrès,","Aron, Raymond,",X001228967,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
635158,2 14,ALDERMAN,STACKS,HM101 .A715 1968,1968,Progress and disillusion; the dialectics of modern society.,"Aron, Raymond,",X000305889,BOOK,6/29/96,12/3/03,STACKS,0,0,2,1,14
1617491,2,ALDERMAN,STACKS,HM101 .A97 1989,1989,L'autre et le semblable : Regards sur l'ethnologie des sociétés contemporaines /,,X001662539,BOOK,6/30/96,5/17/05,STACKS,0,0,1,1,3
2704052,2,ALDERMAN,STACKS,HM101 .B15 1996,1996,metodologicheskie problemy / Nat?sional?noe soznanie i nat?sional?nai?a kul?tura :,"(Vladimir Gerasimovich) Babakov, V. G.",X006050867,BOOK,7/22/97,9/28/07,STACKS,0,0,0,1,2
2682347,2,ALDERMAN,STACKS,HM101 .B1853 1997,1997,social experience and cultural studies / Back to reality? :,,X006035983,BOOK,4/17/97,11/17/03,STACKS,0,0,1,1,8
24489,2,ALDERMAN,STACKS,HM101 .B186 1983,1983,Culture et politique /,"Badie, Bertrand.",X000747927,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
1306687,2,ALDERMAN,STACKS,HM101 .B254 1988,1988,éloge du mouvement / Le désordre :,"Balandier, Georges.",X001492067,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,0
1954780,2,ALDERMAN,STACKS,HM101 .B255 1991,1991,Essai sur les institutions sociales /,"Ballanche, Pierre Simon,",X002073183,BOOK,6/30/96,9/10/18,CHECKEDOUT,1,0,0,1,1
602009,2,ALDERMAN,STACKS,HM101 .B256,1972,"The sociology of social movements,","(Joseph Ambrose), Banks, J. A.",X000237996,BOOK,6/29/96,10/7/16,STACKS,1,0,0,1,8
555757,2 3,ALDERMAN,STACKS,HM101 .B26 1953,1953,Innovation: the basis of cultural change.,"(Homer Garner), Barnett, H. G.",X031942006,BOOK,6/29/96,11/22/10,STACKS,0,0,0,1,160
555757,2 3,CLEMONS,BY-REQUEST,HM101 .B26 1953,1953,Innovation: the basis of cultural change.,"(Homer Garner), Barnett, H. G.",X001337559,BOOK,6/29/96,5/18/06,BY-REQUEST,0,0,0,1,51
814131,2,ALDERMAN,STACKS,HM101 .B31 1965,1965,"Social change in developing areas; a reinterpretation of evolutionary theory,","Barringer, Herbert R.,",X000390411,BOOK,6/29/96,4/20/07,STACKS,0,0,3,1,17
624777,2 14,ALDERMAN,STACKS,HM101 .B34,1973,Culture as praxis.,"Bauman, Zygmunt,",X000283485,BOOK,6/29/96,5/3/18,CHECKEDOUT,2,5,2,1,19
1138094,2,ALDERMAN,STACKS,HM101 .B4,1932,"Social aims in a changing world,","Beach, Walter Greenwood,",1138094-1001,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
2644369,2,ALDERMAN,STACKS,HM101 .B41813 1997,1997,The reinvention of politics : rethinking modernity in the global social order /,"Beck, Ulrich,",X006038664,BOOK,1/23/97,5/25/17,STACKS,2,2,3,1,16
635854,2,ALDERMAN,STACKS,HM101 .B42 1956,1956,"Man in reciprocity; introductory lectures on culture, society, and personality.","Becker, Howard Paul,",X000547650,BOOK,6/29/96,12/28/11,STACKS,1,0,1,1,5
547085,2,ALDERMAN,STACKS,HM101 .B428,1971,concepts and strategies for influencing transition. Behavioral change in agriculture;,,X000390780,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
2623590,2,ALDERMAN,STACKS,HM101 .B433 1996,1996,Double exposures : the subject of cultural analysis /,"Bal, Mieke,",X004017635,BOOK,10/29/96,4/17/07,STACKS,0,0,1,1,10
2861051,2,ALDERMAN,STACKS,HM101 .B44 1998,1998,Culture : a reformer's science /,"Bennett, Tony,",X006077568,BOOK,12/7/98,1/14/09,STACKS,0,0,2,1,15
610477,2,ALDERMAN,STACKS,HM101 .B45 1961,1961,"readings in the applied behavioral sciences, The planning of change;","Bennis, Warren G.",X000502948,BOOK,6/29/96,1/1/00,STACKS,0,0,1,1,0
196535,2,ALDERMAN,STACKS,HM101 .B455,1980,Progress and survival : an essay on the future of mankind /,"Benoit, Emile.",X000167276,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
554951,2,ALDERMAN,STACKS,HM101 .B46 1963,1963,"the evolution of contemporary society Mass, class, and bureaucracy;","Bensman, Joseph.",X000547652,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
539028,2,ALDERMAN,STACKS,HM101 .B465,1971,an introduction to comparative sociology. Societies in change;,"Berger, Brigitte,",X000239312,BOOK,6/29/96,2/5/09,STACKS,0,0,0,1,0
2447856,2,ALDERMAN,STACKS,HM101 .B4717 1995,1995,An essay on culture : symbolic structure and social structure /,"Berger, Bennett M.",X002641532,BOOK,7/1/96,3/3/16,STACKS,4,1,6,1,59
1372457,2,ALDERMAN,STACKS,HM101 .B4723 1989,1989,"art, politics, and the legacy of the Frankfurt School / Modern culture and critical theory :","Berman, Russell A.,",X001609367,BOOK,6/30/96,4/9/08,STACKS,0,0,1,1,21
783152,2,ALDERMAN,STACKS,HM101 .B4734 1987,1987,Beyond progress and development : macro-political and macro-societal change /,,X001262425,BOOK,6/29/96,11/28/04,STACKS,0,0,1,1,5
95919,2,ALDERMAN,STACKS,HM101 .B613 1986,1986,a source book / Institution building :,"Blase, Melvin G.",X000993349,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
2534847,2 3,ALDERMAN,STACKS,HM101 .B6165 1996,1996,The sibling society /,"Bly, Robert.",X002759665,BOOK,7/1/96,9/22/11,STACKS,0,0,0,1,40
2534847,2 3,CLEMONS,BY-REQUEST,HM101 .B6165 1996,1996,The sibling society /,"Bly, Robert.",X002784097,BOOK,7/1/96,2/28/13,BY-REQUEST,1,0,1,1,2
2485289,2,ALDERMAN,STACKS,HM101 .B6319 1995,1995,How culture works /,"Bohannan, Paul.",X002705256,BOOK,7/1/96,6/8/06,STACKS,0,0,1,1,16
248350,2,ALDERMAN,STACKS,HM101 .B655 1979,1979,bridging the human gap : a report to the Club of Rome / No limits to learning :,"Botkin, James W.",X000558915,BOOK,6/28/96,9/28/97,STACKS,0,0,0,1,6
78773,2,ALDERMAN,STACKS,HM101 .B66413 1986b,1986,Theories of social change : a critical appraisal /,"Boudon, Raymond.",X001110768,BOOK,6/28/96,8/11/05,STACKS,0,0,1,1,5
533756,2,ALDERMAN,STACKS,HM101 .B67,1970,A primer on social dynamics; history as dialectics and development,"Boulding, Kenneth E. (Kenneth Ewart),",X000496858,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,0
301995,2,ALDERMAN,STACKS,HM101 .B68,1977,Estructura social y cambio estructural /,"Boza, Guillermo.",X000386958,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
1730370,2,ALDERMAN,STACKS,HM101 .B72 1990,1990,cultural studies in Britain and America / Crusoe's footprints :,"Brantlinger, Patrick,",X001783825,BOOK,6/30/96,8/5/16,STACKS,1,0,5,1,50
2505835,2,ALDERMAN,STACKS,HM101 .B725 1995,1995,Logic on the track of social change /,"Braybrooke, David.",X002685469,BOOK,7/1/96,11/10/98,STACKS,0,0,0,1,4
1248684,2,ALDERMAN,STACKS,HM101 .B74 1987,1987,Culture and domination /,"Brenkman, John.",X001298883,BOOK,6/30/96,12/8/05,STACKS,0,0,2,1,45
595290,2,ALDERMAN,STACKS,HM101 .B82 1965,1965,"Technology and social progress,","Buchanan, R. A. (Robert Angus),",X000052971,BOOK,6/29/96,2/25/03,STACKS,0,0,0,1,3
2371229,2,ALDERMAN,STACKS,HM101 .B843 1987,1987,Bunka to gendai shakai /,,X001219111,BOOK,7/1/96,1/1/00,STACKS,0,0,0,1,0
73342,2,ALDERMAN,STACKS,HM101 .B865 1986b,1986,Damaged gods : cults and heroes reappraised /,"Burchill, Julie.",X001016361,BOOK,6/28/96,6/4/14,STACKS,0,0,0,1,6
175812,2,ALDERMAN,STACKS,HM101 .B866,1980,"Burzhuaznye kont?sept?sii kul?tury, krisis metodologii /",,X000319748,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
1603321,2,ALDERMAN,STACKS,HM101 .B867 1988,1988,"pour une critique de la pratique sociologique et des théories sociales, pour une sociologie historique / Idées et faits :","Busino, Giovanni.",X001632572,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,0
361359,2,ALDERMAN,STACKS,HM101 .B93,1977,The politics of culture /,"Buchanan, George,",X000982776,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,1
5297358,2,ALDERMAN,STACKS,HM101 .B95 2011,2011,Kalendar? : razgovory o glavnom /,"Bykov, Dmitri?,",X030942761,BOOK,3/8/11,1/1/00,STACKS,0,0,0,1,0
447793,2 17,ALDERMAN,STACKS,HM101 .C24,1975,Toward social hope /,"Caplow, Theodore.",X000283486,BOOK,6/29/96,4/13/99,STACKS,0,0,1,1,8
447793,2 17,ALDERMAN,DEANOFFICE,HM101 .C24 1975,1975,Toward social hope /,"Caplow, Theodore.",X032214088,BOOK-NC,10/1/18,1/1/00,DEANOFFICE,0,0,0,1,0
4604501,2,ALDERMAN,STACKS,HM101 .C3 1921,1921,"and other essays, Civilisation, its cause and cure,","Carpenter, Edward,",X030266509,BOOK,6/27/07,9/27/15,STACKS,0,0,0,1,2
60384,2,ALDERMAN,STACKS,HM101 .C3128 1984,1984,Social impact assessment and monitoring : a guide to the literature /,"Carley, Michael.",X000865617,BOOK,6/28/96,1/18/14,STACKS,1,0,0,1,2
1321290,2,ALDERMAN,STACKS,HM101 .C35 1987,1987,the sociology of behavioral trends / Mass response and individual choice :,"Carlsson, Gösta.",X001502352,BOOK,6/30/96,1/1/00,STACKS,0,0,0,1,0
282941,2 14,ALDERMAN,STACKS,HM101 .C37 1979,1979,"an ecological perspective / Health, behavior, and the community :","Catalano, Ralph,",X000541469,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
2826762,2,ALDERMAN,STACKS,HM101 .C399 1998,1998,The cultures of globalization /,,X004206357,BOOK,9/1/98,5/8/16,STACKS,3,8,13,1,90
2826762,2,ALDERMAN,STACKS,HM101 .C399 1998,1998,The cultures of globalization /,,X004622404,BOOK,10/23/02,12/13/15,STACKS,3,22,3,1,50
2782067,2,ALDERMAN,STACKS,HM101 .C4213 1997,1997,Culture in the plural /,"Certeau, Michel de.",X004133475,BOOK,3/31/98,5/14/18,CHECKEDOUT,2,2,2,1,16
42026,2,ALDERMAN,STACKS,HM101 .C45 1985,1985,The Challenge of social change /,,X000910472,BOOK,6/28/96,7/26/11,STACKS,0,0,1,1,15
2383404,2,ALDERMAN,STACKS,HM101 .C458 1994,1994,scene-setting essays on contemporary cultural theory / The cultural turn :,"Chaney, David C.",X002604061,BOOK,7/1/96,5/7/18,CHECKEDOUT,1,5,1,1,14
2145928,2,ALDERMAN,STACKS,HM101 .C46 1993,1993,Fictions of collective life : public drama in late modern culture /,"Chaney, David C.",X002281024,BOOK,7/1/96,11/1/17,STACKS,1,0,1,1,3
2687114,2,ALDERMAN,STACKS,HM101 .C464 1997,1997,comparing world-systems / Rise and demise :,"Chase-Dunn, Christopher K.",X004103803,BOOK,5/7/97,5/4/09,STACKS,0,0,0,1,13
117447,2,ALDERMAN,STACKS,HM101 .C49,1977,"Sri Rebala Lakshminarasa Reddy Endowment lectures, 1976 /","Chandra, Satish,",X031942005,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
238729,2,ALDERMAN,STACKS,HM101 .C52 1979,1979,Man on earth : a preliminary evaluation of the ecology of man /,"Charter, S. P. R.",X000072249,BOOK,6/28/96,9/7/09,STACKS,0,0,0,1,0
530166,2 3 4 12 14 21,ALDERMAN,STACKS,HM101 .C54 1969,1970,a personal view Civilisation:,"Clark, Kenneth,",X000230741,BOOK,6/29/96,2/9/03,STACKS,0,0,1,1,32
530166,2 3 4 12 14 21,ALDERMAN,STACKS,HM101 .C54 1969,1970,a personal view Civilisation:,"Clark, Kenneth,",X000230742,BOOK,6/29/96,5/5/16,STACKS,2,0,0,1,46
530166,2 3 4 12 14 21,CLEMONS,BY-REQUEST,HM101 .C54 1969,1970,a personal view Civilisation:,"Clark, Kenneth,",X006027995,BOOK,6/29/96,12/14/99,BY-REQUEST,0,0,0,1,19
767007,2,ALDERMAN,STACKS,HM101 .C57 1974,1974,Framing the arts : the role of cultural institutions /,"Clarke, John,",X001242252,BOOK,6/29/96,3/2/11,STACKS,0,0,1,1,1
391426,2,ALDERMAN,STACKS,HM101 .C583,1975,La culture et le pouvoir /,"Chombart de Lauwe, Paul Henry,",X000389598,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
477212,2,ALDERMAN,STACKS,HM101 .C584,1970,Images de la culture,"Chombart de Lauwe, Paul Henry,",X000388513,BOOK,6/29/96,1/1/00,STACKS,0,0,0,1,1
139440,2,ALDERMAN,STACKS,HM101 .C623 1982,1982,sur la politique culturelle / Rêver chacun pour l'autre :,"Clément, Catherine,",X000685460,BOOK,6/28/96,1/1/00,STACKS,0,0,0,1,0
555048,2,ALDERMAN,STACKS,HM101 .C624,1960,Basic values of Western civilization.,"(Shepard Bancroft), Clough, Shepard B.",X000547660,BOOK,6/29/96,5/8/07,STACKS,0,0,0,1,2
317449,2,ALDERMAN,STACKS,HM101 .C63,1917,Is civilization a disease?,"Coit, Stanton,",X006143778,BOOK,6/28/96,1/1/00,STACKS,0,0,1,1,0
406143,2,ALDERMAN,STACKS,HM101 .C674,1976,Communication for group transformation in development /,,X000084668,BOOK,6/28/96,5/21/98,STACKS,0,0,0,1,1
14048,2,ALDERMAN,STACKS,HM101 .C675 1985,1985,essays in honor of S.N. Eisenstadt / Comparative social dynamics :,,X000911291,BOOK,6/28/96,11/15/04,STACKS,0,0,2,1,8
613903,2,ALDERMAN,STACKS,HM101 .C676 1963,1965,"Mobility and mental health; proceedings of the Fifth Annual Conference on Community Mental Health Research, Social Science Institute, Washington University, 1963.",Conference on Community Mental Health Research,X000051587,BOOK,6/29/96,1/1/00,STACKS,0,0,1,1,0
3778404,2,ALDERMAN,STACKS,HM101 .C679 2001,2001,The consumption of mass /,,X006137584,BOOK,9/24/01,10/29/12,STACKS,1,0,1,1,9
3541752,2,ALDERMAN,STACKS,HM101 .C68 2000,2000,re-imagining the method of cultural studies / Inside culture :,"Couldry, Nick.",X006118871,BOOK,6/13/00,8/18/15,STACKS,1,0,0,1,16
1138097,2,ALDERMAN,STACKS,HM101 .C7 1918,1918,Social process /,"Cooley, Charles Horton,",X001134263,BOOK,6/29/96,12/11/17,STACKS,0,0,1,1,4
542422,2 3,ALDERMAN,STACKS,HM101 .C7 1966,1966,Social process.,"Cooley, Charles Horton,",X000310268,BOOK,6/29/96,3/21/09,STACKS,0,0,0,1,7
2066622,2,ALDERMAN,STACKS,HM101 .C74 1992,1992,Laying the ladder down : the emergence of cultural holism /,"Craige, Betty Jean.",X002190773,BOOK,6/30/96,1/1/00,STACKS,0,0,1,1,1
2960633,2,ALDERMAN,STACKS,HM101 .C8 1999,1999,Culture and economy after the cultural turn /,,X006107585,BOOK,11/1/99,5/16/18,CHECKEDOUT,2,14,0,1,21
2071619,2,ALDERMAN,STACKS,HM101 .C83 1992,1992,symbolic boundaries and the making of inequality / Cultivating differences :,,X004189290,BOOK,5/20/98,9/28/17,STACKS,1,0,3,1,42
671555,2,ALDERMAN,STACKS,HM101 .C86 1984,1984,"Cultural analysis : the work of Peter L. Berger, Mary Douglas, Michel Foucault, and Jürgen Habermas /",,X000824027,BOOK,6/29/96,5/9/15,STACKS,1,3,5,1,69
2762121,2,ALDERMAN,STACKS,HM101 .C88 1997,1997,Cultural methodologies /,,X006057799,BOOK,1/28/98,8/19/04,STACKS,0,0,1,1,10
172000,2,ALDERMAN,STACKS,HM101 .C89 1981,1981,problems and prospects / Cultural relations in the global community :,,X000938892,BOOK,6/28/96,8/9/02,STACKS,0,0,1,1,4
2140416,2,ALDERMAN,STACKS,HM101 .C892 1993,1993,Cultural reproduction /,,X002252249,BOOK,7/1/96,5/5/15,STACKS,2,8,4,1,23
2281029,2,ALDERMAN,STACKS,HM101 .C8927 1993,1993,pluralism and theory / Cultural studies :,,X002436291,BOOK,7/1/96,9/7/09,STACKS,0,0,0,1,7
6125874,2,ALDERMAN,STACKS,HM101 .C8928 2007,2007,The cultural studies reader /,,X031579775,BOOK,9/4/13,4/11/18,STACKS,51,7,1,1,58
